,USA,RUS,JPN,IND,CHN,COL,MEX,BRA,UKR,PER,SWE,ITA,ESP,NLD,CHL,DEU,MYS,CAN,GBR,FRA,BEL,AUS,PAK,DNK,NZL,FIN,ALB,GNB,BOL,CPV,LKA,CYP,PAN,KEN,MKD,MUS,BTN,CHE,ROU,YEM,ERI,BDI,VNM,BRN,PHL,BWA,TTO,LBY,EST,ECU,ISR,BGD,COG,MNG,NAM,KWT,CIV,STP,TUN,MDG,MAR,SMR,BLR,TZA,ETH,HRV,TUR,LIE,OMN,NER,BFA,MCO,TGO,CUB,NPL,KAZ,SRB,KNA,DMA,IRL,CMR,PRT,NGA,LUX,TLS,MWI,JOR,LTU,BHR,MNE,TCD,AGO,SYR,GTM,NIC,ARM,SWZ,UZB,COD,HTI,ZAF,MDV,CAF,MLI,PNG,BEN,GUY,KGZ,GEO,BHS,ZWE,SEN,ARE,LAO,VCT,SSD,SLV,JAM,LCA,GIN,AZE,SUR,FJI,MMR,SYC,ATG,LBR,GRD,QAT,AUT,VEN,CZE,ARG,UGA,KOR,ISL,GRC,BLZ,MRT,EGY,LBN,GHA,RWA,SLE,GAB,IRQ,AFG,MDA,PRY,MLT,MOZ,AND,SVK,NOR,GMB,CRI,IRN,IDN,SGP,BIH,DOM,THA,DJI,HUN,BRB,SOM,LVA,GNQ,SVN,SDN,ZMB,TWN,BGR,SAU,HND,DZA,POL,URY,KHM
2021-04-09,31158620,4572053,500353,13205926,102012,2504206,2272064,13385380,1875605,1628519,857401,3736526,3347512,1358016,1060421,2990724,357607,1053999,4380167,5000319,917917,29396,715968,237038,2571,81261,127795,3675,280649,18629,94564,50957,358098,144154,140065,1183,906,617543,998555,5233,3447,3078,2683,219,840554,42674,8323,166888,113098,342678,835674,673594,10084,14183,45193,244325,45089,2261,268837,27034,500948,4932,333430,509,225516,288364,3745657,2819,168005,5062,12924,2369,11814,84532,279388,317937,636418,44,165,240192,61731,826327,163652,63467,877,33779,659250,224309,154280,93803,4619,23242,20008,201295,6727,201158,17370,84529,28511,12816,1556242,25436,5402,11393,7839,7515,10958,89811,287183,9364,37147,39307,480006,49,1789,10340,65491,41843,4329,20746,281387,9265,68,142558,4395,1182,2066,155,188100,571616,172461,1573153,2497881,41086,108945,6258,290964,12485,18005,208876,491928,91109,23260,3995,20636,911376,57019,240056,232142,29511,68506,12456,725589,102719,5564,222544,2029412,1558145,60601,181927,256563,30869,9662,705815,3708,12271,106574,7059,224699,31833,89783,1054,370179,396758,194548,118251,2528006,137946,3604
2021-04-10,31227914,4580633,504118,13358805,102027,2518715,2278420,13451932,1893192,1639767,857401,3754077,3347512,1366024,1068522,3009452,359117,1061369,4382880,5001723,922487,29405,721018,237793,2574,81707,128155,3678,281570,18629,94848,51558,358377,145184,141157,1190,910,617543,1002865,5276,3447,3119,2692,219,853209,42674,8382,166888,113736,344877,835813,678937,10084,14183,45323,245704,45089,2263,270297,27548,501688,4944,334863,509,227255,290899,3798333,2829,168005,5072,12956,2374,11947,85572,279725,320881,639476,44,165,240643,61731,826928,163736,63467,947,33805,662395,225308,155402,94035,4625,23331,20118,202640,6727,202167,17373,84724,28542,12840,1557527,25524,5491,11705,8342,7515,11044,90019,287689,9364,37273,39364,481937,49,1790,10359,65491,42119,4347,20807,283579,9278,68,142572,4395,1197,2066,155,189064,574755,173786,1577972,2517300,41113,109559,6258,293763,12485,18012,209677,494633,91260,23343,3995,20636,918155,57144,240886,233745,29548,68578,12497,727606,102974,5602,222544,2049078,1562868,60633,181927,257186,31658,9722,713868,3719,12271,107240,7219,225950,31833,89918,1056,371531,397636,195525,118378,2552898,141380,4081
2021-04-11,31274357,4589209,506954,13527717,102056,2536198,2280213,13491107,1905430,1647694,857401,3769814,3347512,1374451,1076499,3012158,360856,1069041,4384610,5119625,925476,29419,725602,238484,2583,82053,128393,3680,282095,19005,95131,52004,358611,145670,141844,1192,918,617543,1006167,5357,3447,3154,2693,219,864868,42674,8404,167825,114174,346817,835933,684756,10084,15014,45527,247094,45206,2266,271861,28063,502102,4956,336038,509,228996,292516,3849011,2835,171549,5074,12956,2375,12006,86531,280028,323207,642208,44,165,240945,61731,827494,163799,63467,947,33827,665735,226173,156462,94269,4636,23457,20226,203071,6727,202817,17376,84922,28542,12840,1558458,25617,5491,11844,8442,7515,11149,90227,288396,9364,37288,39431,483747,51,1792,10372,66489,42500,4348,20949,285993,9302,68,142576,4490,1198,2066,155,190025,577007,174887,1580189,2532562,41140,110146,6258,295480,12485,18022,210489,496846,91260,23426,4005,20636,924946,57160,241217,235292,29614,68758,12545,729587,103621,5602,222544,2070141,1566995,60653,181927,257698,32625,9876,720164,3730,12406,107608,7219,226499,31833,90029,1057,371993,398435,195780,118516,2574631,144642,4515
2021-04-12,31341315,4597400,509058,13689453,102078,2552937,2281840,13530757,1913415,1653320,857401,3779594,3370256,1381182,1082920,3024604,362173,1079582,4388296,5128175,927229,29429,729920,238998,2587,82278,128518,3680,283084,19110,95394,52474,358792,146156,142034,1193,921,623126,1008490,5446,3466,3154,2705,219,876225,43444,8441,168676,114443,347070,836158,691957,10084,16603,45787,248729,45227,2267,272940,28541,502277,4956,336881,509,230944,292938,3903573,2842,173029,5081,12989,2377,12034,87385,280524,325234,645173,44,165,241330,61731,827765,163837,63880,1046,33859,669300,226783,157729,94419,4641,23549,20331,203309,6727,203327,18393,85114,28542,12840,1559113,25701,5491,12002,8602,7515,11189,90372,288755,9460,37307,39465,485675,52,1806,10381,66489,42763,4355,21032,287144,9316,68,142596,4528,1198,2066,155,190998,578950,175812,1581184,2551999,41174,110688,6267,297086,12503,18035,211307,497854,91260,23535,4008,20971,932899,57242,241820,237542,29661,68792,12581,730428,104269,5602,222544,2093452,1571824,60678,184698,258039,33610,9975,725241,3734,12566,107818,7219,226786,31833,90064,1058,375115,399277,196086,118645,2586647,147173,4515
2021-04-13,31420459,4605444,512510,13873825,102103,2569314,2286352,13613418,1925224,1659707,876506,3793033,3376548,1387961,1088710,3054025,363940,1087048,4390801,5167305,930603,29450,734423,239561,2589,82564,128752,3693,284183,19231,95620,53002,359121,147147,143162,1198,927,625367,1012373,5507,3469,3262,2714,219,884783,43444,8511,169504,115080,347589,836334,697985,10084,17823,45949,250273,45265,2268,274604,28765,502961,4962,337635,509,232512,294874,3962760,2851,174364,5081,12989,2378,12034,88445,280984,327593,648745,44,165,241684,61731,828173,163911,64062,1074,33872,672090,227889,158789,94643,4652,23697,20435,205322,6778,204053,18402,85291,28665,12855,1559960,25759,5682,12179,8821,7515,11277,90599,290129,9505,37330,39495,487697,52,1806,10387,66816,42924,4355,21106,289601,9363,68,142596,4563,1201,2066,155,191979,581263,176972,1585037,2579000,41204,111419,6274,301103,12513,18052,212130,499839,91410,23603,4009,20971,941078,57364,242364,240141,29720,68871,12614,732212,105008,5602,225343,2118212,1577526,60692,184698,258637,34575,10077,728078,3740,12566,108355,7219,227836,31833,90218,1062,378059,400228,196704,118799,2599850,149430,4696
2021-04-14,31495775,4613646,516817,14074564,102118,2585801,2291246,13688024,1939901,1667737,885385,3809193,3387022,1393543,1094267,3085142,365829,1096000,4393330,5210812,935316,29469,739818,240225,2591,82964,128959,3694,285291,19525,95719,53621,359516,148128,144111,1201,929,627968,1016449,5582,3479,3333,2733,219,892880,43444,8596,170045,115629,350539,836590,703170,10084,18565,46051,251675,45388,2269,276727,29348,503664,4985,338801,509,234405,297973,4025557,2860,175633,5081,13050,2384,12214,89404,281564,330319,651899,44,165,242105,61731,828857,164000,64334,1103,33891,676175,229260,159964,94859,4662,23841,20555,207127,6778,205128,18407,85503,28714,12855,1561559,25844,5682,12467,8984,7611,11374,90839,291214,9505,37369,39560,489495,53,1812,10403,66956,43054,4355,21299,291894,9417,68,142605,4563,1201,2071,155,192963,584205,178094,1590124,2604157,41237,112117,6275,304184,12522,18066,212961,502299,91477,23672,4013,21566,949050,57492,243365,242161,29778,68927,12641,733974,105607,5682,225343,2143794,1583182,60719,186372,259260,35910,10202,731675,3744,12837,109088,7259,229076,32932,90389,1067,380576,401157,198214,118975,2621116,152089,4874
2021-04-15,31569685,4622464,521386,14291917,102135,2602719,2295435,13759207,1956454,1667737,892480,3826156,3396685,1402433,1101698,3110252,367977,1105778,4396096,5248857,939309,29484,745182,241023,2591,83253,129128,3706,286114,19780,95949,54223,359830,149219,145001,1202,934,630194,1020301,5657,3486,3424,2758,221,904285,44075,8678,170558,116200,355431,836902,707362,10084,18565,46185,253066,45444,2271,279376,30207,504260,5004,340023,509,236554,300900,4086957,2872,176668,5113,13064,2387,12214,90408,282054,333046,654870,44,165,242402,61731,829358,164080,64549,1138,33902,679138,230462,160934,95042,4673,23951,20713,208694,6778,206142,18412,85730,28769,12857,1562931,25939,5682,12706,9188,7611,11527,91144,292244,9505,37422,39606,491423,53,1818,10416,67099,43240,4355,21299,294211,9458,68,142610,4633,1209,2071,155,193952,586883,179365,1593847,2629156,41263,112789,6279,308006,12529,18072,213798,504800,91545,23744,4016,21566,956860,57534,244177,244528,29833,69002,12641,735497,106224,5694,227533,2168872,1589359,60735,187715,259639,37453,10275,736982,3753,12837,109731,7259,229967,32932,90532,1068,382761,402142,198975,119142,2642242,156499,5218
2021-04-16,31650062,4631336,525910,14526609,102167,2619422,2299939,13843594,1974056,1681063,900138,3842079,3407283,1411474,1109311,3134108,370528,1115036,4398903,5285307,943213,29499,750158,241700,2591,83633,129307,3710,287360,19975,96186,54913,360249,150260,145909,1202,941,632399,1023565,5715,3491,3477,2772,221,914971,44075,8678,171131,116678,355964,836936,711779,10084,19672,46330,254472,45474,2272,281777,31039,504847,5010,341539,509,238527,303598,4150039,2886,176668,5116,13083,2391,12391,91448,282890,335868,657716,44,165,242819,61731,829911,164147,64746,1193,33919,681870,231601,162089,95205,4686,24122,20856,210667,6778,207103,18414,86022,28859,12876,1564355,26021,5728,12835,9343,7611,11642,91374,293321,9634,37534,39664,493266,54,1819,10432,67249,43473,4398,21392,296374,9496,68,142617,4727,1213,2071,155,194930,589299,180609,1597103,2658628,41310,113444,6286,311033,12538,18103,214639,506808,91545,23812,4016,21566,964435,57612,244866,246806,29860,69067,12712,736807,106727,5720,228577,2194133,1594722,60769,188994,260133,39038,10385,742198,3765,12837,110343,7259,230826,33022,90750,1070,384887,403106,199682,119323,2660088,159569,5480
2021-04-17,31704223,4640537,530703,14788003,102201,2636076,2304096,13912159,1989160,1697626,900138,3857443,3407283,1419871,1117348,3154305,372859,1122116,4401176,5321180,947000,29519,756285,242424,2595,83633,129456,3710,287360,19975,96354,55590,360597,151287,146733,1203,952,632399,1027039,5770,3491,3477,2781,221,926052,44075,8806,171131,117011,358157,836883,715252,10084,21995,46515,255860,45519,2275,283976,31617,505447,5010,342923,509,240236,306225,4212645,2897,176668,5116,13114,2395,12496,92474,283658,338764,660299,44,165,243238,64809,830560,164207,64746,1236,33919,683466,232829,163113,95377,4691,24300,21004,212307,6778,207973,18415,86338,28894,12885,1565680,26145,5728,12980,9343,7611,11762,91639,294540,9634,37699,39731,495224,58,1819,10432,67404,43684,4401,21460,298522,9545,72,142619,4765,1216,2071,155,195757,591347,181903,1600341,2677747,41340,114115,6286,313444,12538,18121,215484,508503,91663,23866,4020,21858,970987,57721,245494,248364,29927,69134,12771,738393,107144,5720,228577,2215445,1599763,60808,188994,260627,40585,10412,746802,3773,12837,110997,7259,231593,33022,90844,1072,385963,404054,200259,119486,2675874,162400,5771
2021-04-18,31747105,4649044,534787,15061805,102242,2652947,2305602,13950997,1999567,1697626,900138,3870131,3407283,1428440,1124718,3155522,375054,1130006,4403060,5350558,949996,29533,761437,243326,2596,84131,129594,3712,289066,20466,96796,56376,360841,151653,147094,1203,957,632399,1029304,5812,3491,3477,2785,221,936133,44075,8940,171880,117554,360546,837047,718950,10084,22884,46655,256987,45560,2275,285490,32205,505811,5010,344223,509,242028,307790,4268447,2907,180031,5131,13129,2399,12533,93511,284673,341599,662368,44,165,243508,64809,831001,164233,64746,1306,33941,685973,233631,164110,95551,4706,24389,21142,212734,6778,208520,18417,86680,28956,12918,1566769,26348,5787,13070,9738,7611,11863,91883,295358,9634,37751,39782,497154,58,1819,10473,67557,43890,4401,21460,300666,9581,72,142628,4834,1216,2071,155,196580,593423,183190,1601881,2694014,41378,114646,6286,315273,12538,18129,216334,510403,91709,23888,4028,21858,977175,57793,245897,250165,29966,69203,12805,740038,107510,5720,228577,2237089,1604348,60831,188994,261129,42352,10460,750508,3781,13079,111334,7259,232071,33022,90918,1073,386381,404970,200935,119642,2688025,164744,6389
2021-04-19,31813279,4657509,537690,15320972,102264,2667136,2306910,13987519,2006197,1707787,900138,3878994,3428354,1435601,1131340,3167137,377132,1140322,4406114,5357266,951626,29556,766882,244067,2597,84287,129694,3712,290362,20627,97105,57228,361044,151894,147229,1203,961,637304,1031072,5858,3537,3477,2791,221,945745,44702,8964,172464,117782,360563,837218,723221,10084,24195,46773,258497,45570,2275,287061,32798,505949,5030,345110,509,243631,308200,4323596,2914,181430,5131,13148,2404,12553,94571,285900,344140,664972,44,165,243911,64809,831221,164303,65144,1368,33959,689482,234232,165118,95695,4708,24518,21279,213049,6778,208818,18417,86982,28956,12918,1567513,26505,5787,13145,9952,7611,11901,92095,295936,9791,37859,39821,498957,58,1819,10473,67557,44136,4419,21612,301661,9581,72,142644,4875,1217,2080,157,197476,595540,184595,1602711,2714475,41396,115195,6329,316879,12558,18142,217186,511398,91709,23934,4038,22032,984950,57898,246238,252443,30026,69228,12805,740766,108028,5720,230837,2261435,1609300,60851,191154,261531,43742,10510,753188,3784,13324,111536,7259,232311,33022,90942,1076,388815,405940,201677,119805,2695327,167033,7013
2021-04-20,31874199,4665553,542040,15616130,102293,2684101,2311172,14060162,2015257,1719088,916830,3891063,3428354,1442481,1136189,3198534,379473,1147636,4408644,5401341,955056,29576,772381,244759,2599,84501,129842,3713,291675,20781,97472,58050,361319,152523,147995,1203,966,639445,1034003,5918,3548,3643,2800,223,953106,44702,9135,173089,118317,361154,837357,727780,10084,25364,46875,259868,45614,2283,289230,33202,506669,5040,345998,509,245155,310306,4384624,2925,182693,5140,13167,2413,12610,95754,287567,346971,667937,44,165,244297,64809,831645,164423,65319,1452,33968,692181,235383,166157,95894,4723,24661,21433,214700,6835,209485,18417,87225,29084,12918,1568366,26667,5929,13246,9952,7720,11972,92320,297728,9791,37875,39836,500860,60,1819,10478,67851,44254,4419,21633,303858,9687,77,142644,4922,1217,2080,157,198361,597566,185736,1606030,2743620,41422,115926,6350,320629,12568,18156,218041,513006,91709,24005,4041,22032,993158,58037,246691,255046,30039,69309,12874,742236,108342,5784,231967,2286927,1614849,60865,191876,261848,45185,10557,754833,3793,13324,112224,7505,233031,33083,91042,1078,390911,407010,202413,119992,2704571,169327,7444
2021-04-21,31938023,4673699,547326,15930774,102300,2701313,2315811,14134150,2027544,1719088,924340,3904899,3446072,1451071,1141403,3222888,381813,1155855,4411068,5436265,960169,29594,778238,245562,2600,84797,129980,3713,293061,21179,98050,58991,361678,153488,148618,1204,986,642131,1037009,5960,3564,3706,2812,223,962307,44702,9216,173683,118789,362843,837492,732060,10084,25364,46954,261307,45697,2288,291833,33592,507338,5044,347316,509,246484,313423,4446591,2936,183770,5141,13167,2422,12657,96760,289787,349987,670801,44,172,244695,64809,832255,164488,65604,1509,33975,695390,236533,167165,96048,4731,24883,21584,216329,6835,210518,18423,87551,29233,12918,1569935,26920,6175,13336,9952,7720,12132,92626,299038,9868,37980,39910,502791,88,1827,10486,68007,44337,4444,21666,305933,9791,78,142661,4976,1217,2080,157,199180,600089,186745,1609861,2769552,41475,116661,6362,323639,12585,18175,218902,515088,91783,24112,4042,22228,1001854,58214,247391,257706,30063,69437,12917,743647,109137,5788,233498,2311813,1620569,60880,193115,262404,46643,10633,757360,3797,13459,112983,7505,234067,33157,91119,1082,392913,408038,202413,120174,2718493,172601,7747
2021-04-22,32005013,4682573,552818,16263695,102333,2720619,2319519,14182258,2043901,1734606,932076,3920945,3456886,1460753,1148320,3254609,384688,1164756,4413834,5469669,964526,29638,784108,246455,2600,85077,130114,3721,294391,21500,98722,59834,361992,154392,149221,1205,992,644396,1039998,6020,3597,3732,2824,223,971049,45855,9383,174216,119218,365393,837807,736074,10084,26692,47172,262766,45715,2292,294138,34069,507938,5046,348486,509,247989,316308,4501382,2940,185278,5143,13212,2423,12698,97967,292152,352988,673520,44,172,245310,64809,832891,164588,65813,1657,33989,697487,237950,168201,96187,4735,25051,21725,218145,6835,211399,18426,87935,29350,12944,1571348,27084,6175,13420,10338,7720,12234,93006,300264,9868,38018,39975,504872,94,1827,10504,68161,44502,4455,21745,307980,9865,86,142674,5016,1217,2086,159,199980,602494,188063,1612832,2796768,41529,117458,6379,326395,12596,18192,219774,516600,91928,24262,4044,22228,1010304,58312,248009,260382,30096,69523,12942,744982,109581,5820,235274,2335905,1626812,60904,194371,262935,48113,10697,760967,3806,13459,113561,7505,234811,33599,91189,1086,392913,409093,204828,120363,2731256,175891,8193
2021-04-23,32067393,4691290,557922,16610481,102351,2740544,2323430,14251539,2058301,1745655,938343,3935703,3468617,1470037,1155902,3276871,387535,1173220,4416588,5502009,968107,29653,790016,247157,2600,85344,130270,3722,295892,21784,99518,60761,362358,155165,149710,1205,1008,646509,1042521,6056,3605,3759,2830,223,979740,45855,9383,174752,119610,371306,837892,739703,10084,29219,47383,264198,45765,2292,296343,34775,508530,5047,350221,509,249292,318837,4550820,2947,185278,5143,13231,2426,12742,99208,294601,355918,675904,44,173,245743,65998,833397,164633,66007,1657,33989,699164,239263,169254,96348,4747,25279,21864,219789,6835,212114,18434,88280,29405,12944,1572985,27403,6224,13504,10338,7720,12448,93278,301535,9976,38045,40022,506845,159,1827,10515,68318,44642,4455,21803,309789,9932,86,142687,5016,1222,2086,159,200778,604823,189381,1615461,2824652,41575,118243,6390,329134,12599,18207,220658,518104,91928,24459,4044,22433,1018321,58542,248518,263134,30129,69597,13007,746030,110061,5820,236930,2358809,1632248,60943,194733,263470,50183,10738,764394,3820,13459,114244,7559,235711,33673,91251,1090,396302,410191,205696,120562,2742122,179537,8848
2021-04-24,32121586,4699988,563517,16960172,102367,2757274,2326738,14315320,2071142,1754150,938343,3949517,3468617,1478144,1162811,3291293,390252,1180681,4418710,5534651,972041,29663,795627,247704,2601,85607,130409,3724,297185,22094,100586,61650,362696,156318,150274,1206,1018,646509,1044722,6105,3605,3805,2833,223,989380,45855,9487,174752,120000,372754,837974,742400,10084,30483,47671,265404,45820,2297,298572,35262,509037,5047,351674,509,250955,321372,4591416,2962,185278,5158,13231,2429,12787,100318,297087,358834,677972,44,173,246204,65998,833964,164684,66007,1739,34011,700423,240522,170335,96499,4752,25492,21999,221307,6835,212878,18440,88679,29498,12944,1574370,27621,6224,13560,10602,7720,12600,93603,302785,9976,38064,40082,508925,247,1830,10515,68468,44867,4463,21885,311465,9996,87,142704,5016,1227,2086,159,201496,606954,190523,1618068,2845872,41575,118887,6390,331730,12599,18240,221570,519615,91928,24535,4044,22433,1025288,58730,248898,265296,30149,69643,13024,747566,110390,5857,238760,2377039,1636792,60966,194733,263944,53022,10746,767190,3820,13459,114955,7559,236613,33673,91317,1097,397100,411263,205696,120736,2751632,182326,9359
2021-04-25,32155560,4708640,568116,17313163,102384,2774464,2328391,14348961,2079200,1761575,938343,3962674,3468617,1486205,1169536,3306692,392942,1187484,4420443,5559156,974418,29680,800452,248316,2601,85804,130537,3726,297659,22349,101379,62545,362967,156787,150588,1206,1022,646509,1046264,6137,3605,3853,2843,223,997523,45855,9676,175286,120215,373362,838024,745322,10678,31339,47776,266949,45852,2298,300342,35746,509363,5047,352950,509,252279,322626,4629969,2971,188816,5191,13263,2432,12787,101503,300119,361575,679667,44,173,246633,65998,834442,164719,66007,1897,34016,702154,241297,171370,96660,4770,25609,22135,221698,6835,213288,18442,89027,29576,12958,1575471,27874,6224,13627,10670,7720,12703,93831,303751,10050,38086,40135,510738,323,1830,10532,68468,45004,4486,21953,313006,10045,91,142712,5016,1227,2086,159,202201,608979,191518,1619383,2860884,41655,119387,6390,333129,12599,18257,222523,520939,92166,24593,4044,22433,1031322,58843,249139,267082,30174,69665,13060,748935,110612,5857,238760,2396204,1641194,61006,194733,264863,55460,10802,769518,3824,13670,115316,7559,237028,33673,91358,1100,397500,412216,206907,120922,2758856,184865,9975
2021-04-26,32201220,4717321,571430,17636186,102399,2787303,2329534,14381359,2084384,1768186,938343,3971114,3488469,1492437,1175614,3312653,395718,1196400,4422562,5565113,976088,29717,804939,249020,2609,85937,130606,3726,298778,22586,102376,63318,363165,156981,150672,1206,1026,651822,1047520,6183,3640,3874,2852,223,1006428,45855,9796,175753,120378,374775,838107,748628,10678,31339,47941,268235,45863,2299,301627,36045,509465,5055,353846,509,253120,323036,4667281,2976,190270,5204,13263,2439,12827,102441,303561,363871,681654,44,173,247069,65998,834638,164756,66374,1949,34021,704540,241872,172576,96779,4772,25710,22265,221939,6835,213469,18443,89355,29611,12958,1576320,28202,6224,13658,10835,7720,12754,94030,304272,10220,38102,40166,512497,436,1839,10538,68468,45145,4502,21985,313812,10081,103,142722,5140,1228,2097,159,202904,610545,192498,1620206,2879677,41715,119898,6429,334436,12624,18282,223514,521581,92253,24677,4046,22568,1037858,59015,249385,269353,30189,69715,13083,749627,111162,5857,241240,2417230,1647138,61051,195971,265403,57508,10885,771454,3825,13812,115536,7559,237219,33673,91378,1104,399259,413174,206907,121112,2762323,187349,10555
2021-04-27,32251953,4725252,576391,17997113,102419,2804881,2333126,14457203,2092421,1768186,953254,3981512,3496134,1497806,1179772,3338564,398451,1203429,4425259,5595437,979034,29750,810231,249644,2609,86161,130736,3731,300258,22772,103487,63929,363533,157492,151122,1206,1053,653957,1049539,6220,3640,3884,2857,223,1013618,46600,9947,176254,120836,375329,838217,751659,10678,32437,48011,269681,45885,2299,303584,36190,509972,5058,354669,509,254044,324833,4710582,2992,191398,5220,13263,2442,12884,103524,307925,366709,683799,44,173,247489,65998,834991,164912,66594,2048,34031,706355,242926,173548,96930,4779,25942,22389,223025,6898,214064,18448,89630,29701,12999,1577200,28588,6359,13722,10835,7720,12826,94277,305850,10220,38164,40193,514591,511,1844,10553,68922,45212,4508,22046,315119,10157,109,142740,5422,1232,2098,159,203599,612170,193721,1622777,2905172,41737,120673,6447,337723,12631,18314,224517,522763,92464,24814,4046,22568,1045010,59225,249714,271814,30234,69762,13121,750817,111686,5882,243167,2438193,1651794,61063,196732,265481,59688,10931,772707,3828,13915,116132,7559,238023,33891,91418,1110,401109,414219,207320,121344,2768034,190096,11063
2021-04-28,32307046,4732981,582174,18376421,102446,2824626,2336944,14534482,2102130,1783339,960520,3994894,3504799,1506476,1184271,3366827,401593,1211651,4427390,5626979,982959,29773,815711,250479,2613,86405,130859,3731,301831,23181,104953,64689,363895,158326,151569,1207,1059,656077,1051779,6263,3659,3941,2865,224,1020495,46600,10170,176701,121232,377662,838323,754614,10678,33608,48177,271145,45943,2301,305313,36510,510465,5058,355924,509,255288,327737,4751026,3004,192326,5224,13286,2447,12898,104512,312699,369704,685937,44,173,247857,65998,835563,164993,66826,2124,34052,708265,244555,174659,97080,4789,26168,22513,224621,6898,214872,18452,90008,29768,13017,1578450,29052,6359,13780,10915,7821,12963,94599,307401,10349,38191,40249,516301,604,1850,10553,68922,45292,4508,22087,316521,10218,111,142790,5500,1232,2098,159,204289,614510,194959,1626033,2928890,41766,121351,6456,340493,12639,18346,225528,524241,92513,24888,4049,22568,1051868,59370,250138,274170,30249,69804,13148,752009,112156,5885,245601,2459906,1657035,61086,197378,265819,61699,10986,774399,3831,13915,117099,7559,238421,33944,91484,1116,402491,415281,208356,121580,2776927,193027,11761
2021-04-29,32365959,4742142,588087,18762976,102474,2841934,2340934,14603096,2113880,1783339,967678,4009208,3514942,1515165,1190991,3391039,404925,1220914,4429849,5653526,986622,29798,820823,251248,2613,86613,130977,3733,301831,23554,106484,65534,364218,158821,152002,1208,1066,658143,1053629,6294,3671,3985,2910,224,1028738,46934,10498,177072,121657,380689,838407,756955,10678,35979,48177,272562,45998,2301,307215,36696,510886,5060,357233,509,256418,330176,4788700,3011,193253,5226,13309,2452,12931,105661,317530,372662,687944,44,174,248326,72250,836033,165055,67045,2190,34062,709817,245896,175752,97257,4810,26431,22631,226247,6898,215528,18458,90406,29812,13017,1579536,29370,6411,13815,10997,7821,13106,94944,308834,10349,38235,40295,518262,672,1855,10567,69198,45414,4534,22215,317913,10286,116,142800,5602,1232,2099,160,204976,616739,196386,1628536,2954943,41797,122007,6466,342908,12646,18377,226531,525577,92562,24995,4053,22818,1058794,59576,250508,276865,30276,69864,13198,753075,112541,5887,248382,2479805,1662868,61121,197866,266214,63570,11026,776983,3838,13915,117795,7694,239339,33944,91533,1121,403728,416307,211076,121866,2785353,195734,12641
2021-04-30,32424119,4750755,592771,19164969,102494,2859724,2344755,14675104,2124070,1799445,973604,4022653,3524077,1522973,1198245,3405365,408713,1229305,4432246,5677829,990229,29811,825519,251249,2613,86808,131085,3734,303732,23882,108146,66202,364576,159318,152367,1209,1074,659974,1055265,6317,3671,3995,2928,224,1037460,46934,10824,177508,122019,381862,838481,759132,10678,37285,48351,273991,46036,2302,309119,37014,511249,5060,358738,509,257442,332183,4820591,3021,193253,5228,13310,2454,12967,106707,323187,375539,689557,44,174,248870,72250,836493,165110,67205,2276,34078,711373,247269,176934,97389,4817,26652,22733,227671,6898,216064,18458,90808,29853,13056,1581210,29835,6411,13858,10997,7821,13283,95275,310310,10453,38257,40344,520236,757,1864,10583,69198,45578,4552,22215,319109,10363,117,142817,5838,1232,2099,160,205652,618870,197683,1630758,2977363,41866,122634,6472,345033,12668,18402,227552,526578,92562,25116,4054,23075,1065199,59745,250837,279077,30292,69917,13232,754078,112970,5898,250991,2499077,1668368,61145,198461,266561,65153,11100,779348,3855,13915,118558,7694,240292,33944,91586,1128,404380,417363,212333,122108,2792142,198428,13402
2021-05-01,32470779,4759902,598754,19557457,102517,2877746,2347780,14733396,2132742,1799445,973604,4035617,3524077,1528753,1203755,3423900,411594,1235669,4434157,5703499,993434,29824,829933,252740,2618,87096,131185,3736,306527,24127,109862,66985,364844,160053,152581,1211,1106,659974,1056572,6325,3671,4018,2942,227,1046653,46934,11072,177508,122450,384589,838481,760584,10678,37285,48654,275270,46114,2302,310734,37296,511562,5066,359982,509,258062,334229,4849408,3028,193253,5229,13319,2457,12992,107622,328893,378441,690931,45,174,249437,72250,836947,165110,67205,2276,34095,712077,248655,177997,97517,4824,26815,22818,228477,6898,216596,18458,91250,29904,13056,1582842,30237,6411,13896,11119,7821,13404,95752,311457,10453,38260,40388,521948,821,1864,10583,69198,45777,4560,22247,320322,10428,119,142831,5966,1232,2099,160,206302,620485,198865,1632932,2993865,41905,123240,6472,346422,12668,18429,228584,527508,92601,25225,4057,23075,1070366,59939,251160,281023,30307,69965,13232,755233,113259,5898,250991,2516157,1672880,61179,198461,266861,67044,11121,781299,3863,13915,119370,7694,241309,33944,91670,1132,404846,418411,213167,122311,2798617,200908,13790
