,School,Cases,City,State,Date
172,University of Colorado Boulder,"2,520",Boulder,Colorado,12-27-2020
173,University of Colorado Colorado Springs,223,Colorado Springs,Colorado,12-27-2020
174,University of Colorado Denver and Anschutz Medical Campus*,110,Aurora,Colorado,12-27-2020
175,University of Denver,763,Denver,Colorado,12-27-2020
176,University of Northern Colorado,413,Greeley,Colorado,12-27-2020
177,Western Colorado University,119,Gunnison,Colorado,12-27-2020
178,Albertus Magnus College,49,New Haven,Connecticut,12-27-2020
179,Central Connecticut State University,163,New Britain,Connecticut,12-27-2020
180,Connecticut College‡,84,New London,Connecticut,12-27-2020
181,Eastern Connecticut State University,148,Windham,Connecticut,12-27-2020
182,Fairfield University,641,Fairfield,Connecticut,12-27-2020
183,Mitchell College,25,New London,Connecticut,12-27-2020
184,Quinnipiac University,532,Hamden,Connecticut,12-27-2020
185,Sacred Heart University,824,Fairfield,Connecticut,12-27-2020
186,Southern Connecticut State University,175,New Haven,Connecticut,12-27-2020
187,Trinity College,135,Hartford,Connecticut,12-27-2020
188,Tunxis Community College,14,Farmington,Connecticut,12-27-2020
189,United States Coast Guard Academy,40,New London,Connecticut,12-27-2020
190,University of Bridgeport,66,Bridgeport,Connecticut,12-27-2020
191,University of Connecticut*,832,Storrs,Connecticut,12-27-2020
192,University of Hartford,118,West Hartford,Connecticut,12-27-2020
193,University of New Haven,190,West Haven,Connecticut,12-27-2020
194,University of Saint Joseph,17,West Hartford,Connecticut,12-27-2020
195,Wesleyan University,61,Middletown,Connecticut,12-27-2020
196,Western Connecticut State University,77,Danbury,Connecticut,12-27-2020
197,Yale University†,566,New Haven,Connecticut,12-27-2020
198,Delaware State University,143,Dover,Delaware,12-27-2020
199,Delaware Technical Community College Dover,23,Dover,Delaware,12-27-2020
200,Delaware Technical Community College Georgetown,48,Georgetown,Delaware,12-27-2020
201,Delaware Technical Community College Stanton,47,Stanton,Delaware,12-27-2020
202,University of Delaware,873,Newark,Delaware,12-27-2020
203,Wesley College,26,Dover,Delaware,12-27-2020
204,AdventHealth University,3,Orlando,Florida,12-27-2020
205,Atlantic Technical College,6,Coconut Creek,Florida,12-27-2020
206,Atlantis University,1,Miami,Florida,12-27-2020
207,Ave Maria University,30,Ave Maria,Florida,12-27-2020
208,Aveda Institute-South Florida,1,Davie,Florida,12-27-2020
209,Aveda Institute-Tallahassee,1,Tallahassee,Florida,12-27-2020
210,Aviation Institute of Maintenance-Orlando,1,Casselberry,Florida,12-27-2020
211,Barry University,11,Miami,Florida,12-27-2020
212,Bene's Career Academy,1,New Port Richey,Florida,12-27-2020
213,Bethune-Cookman University,56,Daytona Beach,Florida,12-27-2020
214,Big Bend Technical College,4,Perry,Florida,12-27-2020
215,Broward College,49,Fort Lauderdale,Florida,12-27-2020
216,Charlotte Technical College,5,Port Charlotte,Florida,12-27-2020
217,Chipola College,13,Marianna,Florida,12-27-2020
218,College of Central Florida,56,Ocala,Florida,12-27-2020
219,Concorde Career Institute-Miramar,2,Miramar,Florida,12-27-2020
220,Cortiva Institute-Maitland,1,Maitland,Florida,12-27-2020
221,Daytona State College,131,Daytona Beach,Florida,12-27-2020
222,Eastern Florida State College,70,Cocoa,Florida,12-27-2020
223,Eckerd College,21,Saint Petersburg,Florida,12-27-2020
224,Edward Waters College,13,Jacksonville,Florida,12-27-2020
225,Embry-Riddle Aeronautical University at Daytona Beach,253,Daytona Beach,Florida,12-27-2020
226,Erwin Technical College,4,Tampa,Florida,12-27-2020
227,Everglades University,1,Boca Raton,Florida,12-27-2020
228,First Coast Technical College,1,St. Augustine,Florida,12-27-2020
229,Flagler College,119,St. Augustine,Florida,12-27-2020
230,Flagler Technical Institute,2,Palm Coast,Florida,12-27-2020
231,Florida A&M University,297,Tallahassee,Florida,12-27-2020
232,Florida Atlantic University,379,Boca Raton,Florida,12-27-2020
233,Florida Career College at Tampa,1,Tampa,Florida,12-27-2020
234,Florida College,54,Temple Terrace,Florida,12-27-2020
235,Florida Gateway College,5,Lake City,Florida,12-27-2020
236,Florida Gulf Coast University,528,Fort Myers,Florida,12-27-2020
237,Florida Institute of Recording Sound and Technology,1,Orlando,Florida,12-27-2020
238,Florida Institute of Technology,161,Melbourne,Florida,12-27-2020
239,Florida International University,304,Miami,Florida,12-27-2020
240,Florida Memorial University,125,Miami Gardens,Florida,12-27-2020
241,Florida National University,3,Hialeah,Florida,12-27-2020
242,Florida Polytechnic University,11,Lakeland,Florida,12-27-2020
243,Florida SouthWestern State College,40,Fort Myers,Florida,12-27-2020
244,Florida Southern College,115,Lakeland,Florida,12-27-2020
245,Florida State College at Jacksonville,35,Jacksonville,Florida,12-27-2020
246,Florida State University,"1,904",Tallahassee,Florida,12-27-2020
247,Florida Technical College,1,Orlando,Florida,12-27-2020
248,Fort Myers Technical College,5,Fort Myers,Florida,12-27-2020
249,Fortis Institute at Port Saint Lucie,2,Port Saint Lucie,Florida,12-27-2020
250,Fred K. Marchman Technical College,2,New Port Richey,Florida,12-27-2020
251,Full Sail University,1,Winter Park,Florida,12-27-2020
252,Gadsden Technical Institute,5,Quincy,Florida,12-27-2020
253,George Stone Technical College,1,Pensacola,Florida,12-27-2020
254,Gulf Coast State College,60,Panama City,Florida,12-27-2020
255,Gwinnett Institute,1,Orlando,Florida,12-27-2020
256,HCI College,1,West Palm Beach,Florida,12-27-2020
257,Hillsborough Community College,163,Tampa,Florida,12-27-2020
258,Immokalee Technical College,5,Immokalee,Florida,12-27-2020
259,Indian River State College,30,Fort Pierce,Florida,12-27-2020
260,Jacksonville University,161,Jacksonville,Florida,12-27-2020
261,Keiser University Flagship Residential Campus,9,West Palm Beach,Florida,12-27-2020
262,Keiser University at Fort Myers,1,Fort Myers,Florida,12-27-2020
263,Keiser University at Jacksonville,2,Jacksonville,Florida,12-27-2020
264,Keiser University at Lakeland,3,Lakeland,Florida,12-27-2020
265,Keiser University at Melbourne,3,Melbourne,Florida,12-27-2020
266,Keiser University at Sarasota,2,Sarasota,Florida,12-27-2020
267,Keiser University at Tallahassee,2,Tallahassee,Florida,12-27-2020
268,Keiser University at West Palm Beach,9,West Palm Beach,Florida,12-27-2020
269,Keiser University-Daytona,2,Daytona Beach,Florida,12-27-2020
270,Keiser University-Port St Lucie,6,Port St. Lucie,Florida,12-27-2020
271,Lake-Sumter State College,1,Leesburg,Florida,12-27-2020
272,Lindsey Hopkins Technical College,2,Miami,Florida,12-27-2020
273,Lively Technical College,5,Tallahassee,Florida,12-27-2020
274,Loraines Academy & Spa,1,Saint Petersburg,Florida,12-27-2020
275,Lorenzo Walker Technical College,2,Naples,Florida,12-27-2020
276,Lynn University,65,Boca Raton,Florida,12-27-2020
277,Marion Technical College,4,Ocala,Florida,12-27-2020
278,Meridian College,1,Sarasota,Florida,12-27-2020
279,Miami Dade College,71,Miami,Florida,12-27-2020
280,Miami International University of Art and Design,1,Miami,Florida,12-27-2020
281,New College of Florida,26,Sarasota,Florida,12-27-2020
282,North Florida College,18,Madison,Florida,12-27-2020
283,Northwest Florida State College,40,Niceville,Florida,12-27-2020
284,Nova Southeastern University,70,Fort Lauderdale,Florida,12-27-2020
285,Okaloosa Technical College,3,Fort Walton Beach,Florida,12-27-2020
286,Orange Technical College Mid Florida Campus,1,Orlando,Florida,12-27-2020
287,Orange Technical College Orlando Campus,2,Orlando,Florida,12-27-2020
288,Orange Technical College Winter Park Campus,1,Winter Park,Florida,12-27-2020
289,Palm Beach Atlantic University,59,West Palm Beach,Florida,12-27-2020
290,Palm Beach State College,48,Lake Worth,Florida,12-27-2020
291,Pasco-Hernando State College,42,New Port Richey,Florida,12-27-2020
292,Pensacola State College,46,Pensacola,Florida,12-27-2020
293,Pinellas Technical College-St. Petersburg,1,St. Petersburg,Florida,12-27-2020
294,Polk State College,48,Winter Haven,Florida,12-27-2020
295,Radford M Locklin Technical College,1,Milton,Florida,12-27-2020
296,Rasmussen College at Fort Myers,1,Fort Myers,Florida,12-27-2020
297,Ridge Technical College,2,Winter Haven,Florida,12-27-2020
298,Riveroak Technical College,3,Live Oak,Florida,12-27-2020
299,Rollins College,73,Winter Park,Florida,12-27-2020
300,Saint Leo University,50,Saint Leo,Florida,12-27-2020
301,Santa Fe College,25,Gainesville,Florida,12-27-2020
302,Seminole State College of Florida,39,Sanford,Florida,12-27-2020
303,Sheridan Technical College,7,Hollywood,Florida,12-27-2020
304,South Florida Bible College and Theological Seminary,1,Deerfield Beach,Florida,12-27-2020
305,South Florida State College,66,Avon Park,Florida,12-27-2020
306,Southeastern College at West Palm Beach,1,West Palm Beach,Florida,12-27-2020
307,Southeastern University,66,Lakeland,Florida,12-27-2020
308,St. Johns River State College,30,Palatka,Florida,12-27-2020
309,St. Petersburg College,85,St. Petersburg,Florida,12-27-2020
310,St. Thomas University,24,Miami Gardens,Florida,12-27-2020
311,"State College of Florida, Manatee-Sarasota",118,Bradenton,Florida,12-27-2020
312,Stetson University,235,DeLand,Florida,12-27-2020
313,Suncoast Technical College,5,Sarasota,Florida,12-27-2020
314,Tallahassee Community College,133,Tallahassee,Florida,12-27-2020
315,The College of the Florida Keys,6,Key West,Florida,12-27-2020
316,Traviss Technical College,1,Lakeland,Florida,12-27-2020
317,Trinity College of Florida,3,Trinity,Florida,12-27-2020
318,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,2,Orlando,Florida,12-27-2020
319,University of Central Florida,"2,301",Orlando,Florida,12-27-2020
320,University of Florida*,"5,630",Gainesville,Florida,12-27-2020
321,University of Fort Lauderdale,1,Lauderhill,Florida,12-27-2020
322,University of Miami*,"1,509",Miami,Florida,12-27-2020
323,University of North Florida,370,Jacksonville,Florida,12-27-2020
324,University of South Florida*,973,Tampa,Florida,12-27-2020
325,University of South Florida Sarasota-Manatee,14,Sarasota,Florida,12-27-2020
326,"University of South Florida, St. Petersburg",27,St. Petersburg,Florida,12-27-2020
327,University of Tampa,824,Tampa,Florida,12-27-2020
328,University of West Florida,236,Pensacola,Florida,12-27-2020
329,Valencia College,71,Orlando,Florida,12-27-2020
330,Warner University,2,Lake Wales,Florida,12-27-2020
331,Webber International University,17,Babson Park,Florida,12-27-2020
332,William T. McFatter Technical College,4,Davie,Florida,12-27-2020
333,Abraham Baldwin Agricultural College,165,Tifton,Georgia,12-27-2020
334,Agnes Scott College,3,Decatur,Georgia,12-27-2020
335,Albany State University,149,Albany,Georgia,12-27-2020
336,Augusta University,421,Augusta,Georgia,12-27-2020
337,Berry College,252,Mount Berry,Georgia,12-27-2020
338,Brenau University,60,Gainesville,Georgia,12-27-2020
339,Clayton State University,94,Morrow,Georgia,12-27-2020
340,College of Coastal Georgia,85,Brunswick,Georgia,12-27-2020
341,Columbus State University,120,Columbus,Georgia,12-27-2020
342,Covenant College‡,28,Lookout Mountain,Georgia,12-27-2020
343,Dalton State College,87,Dalton,Georgia,12-27-2020
344,East Georgia State College,61,Swainsboro,Georgia,12-27-2020
345,Emmanuel College,43,Franklin Springs,Georgia,12-27-2020
346,Emory University,392,Atlanta,Georgia,12-27-2020
347,Fort Valley State University,122,Fort Valley,Georgia,12-27-2020
348,Georgia College & State University,771,Milledgeville,Georgia,12-27-2020
349,Georgia Gwinnett College,158,Lawrenceville,Georgia,12-27-2020
350,Georgia Highlands College,91,Rome,Georgia,12-27-2020
351,Georgia Institute of Technology,"1,483",Atlanta,Georgia,12-27-2020
352,Georgia Military College,1,Milledgeville,Georgia,12-27-2020
353,Georgia Southern University,"1,326",Statesboro,Georgia,12-27-2020
354,Georgia Southwestern State University,69,Americus,Georgia,12-27-2020
355,Georgia State University,425,Atlanta,Georgia,12-27-2020
356,Gordon State College,49,Barnesville,Georgia,12-27-2020
357,Kennesaw State University,778,Kennesaw,Georgia,12-27-2020
358,LaGrange College,33,LaGrange,Georgia,12-27-2020
359,Mercer University,402,Macon,Georgia,12-27-2020
360,Middle Georgia State University,255,Macon,Georgia,12-27-2020
361,Oglethorpe University,8,Atlanta,Georgia,12-27-2020
362,Savannah State University,67,Savannah,Georgia,12-27-2020
363,South Georgia State College,56,Douglas,Georgia,12-27-2020
364,University of Georgia,"4,756",Athens,Georgia,12-27-2020
365,University of North Georgia,641,Dahlonega,Georgia,12-27-2020
366,University of West Georgia‡,288,Carrollton,Georgia,12-27-2020
367,Valdosta State University,328,Valdosta,Georgia,12-27-2020
368,Wesleyan College,27,Macon,Georgia,12-27-2020
369,Young Harris College,37,Young Harris,Georgia,12-27-2020
370,University of Guam,10,Mangilao,Guam,12-27-2020
371,Brigham Young University-Hawaii,8,Laie,Hawaii,12-27-2020
372,Chaminade University of Honolulu,1,Honolulu,Hawaii,12-27-2020
373,Hawaii Pacific University,1,Honolulu,Hawaii,12-27-2020
374,Kapiolani Community College,4,Honolulu,Hawaii,12-27-2020
375,Leeward Community College,3,Pearl City,Hawaii,12-27-2020
376,University of Hawaii Maui College,1,Kahului,Hawaii,12-27-2020
377,University of Hawaii at Hilo,4,Hilo,Hawaii,12-27-2020
378,University of Hawaii at Manoa,36,Honolulu,Hawaii,12-27-2020
379,University of Hawaii-West Oahu,1,Kapolei,Hawaii,12-27-2020
380,Boise State University,"1,042",Boise,Idaho,12-27-2020
381,Brigham Young University-Idaho,"1,671",Rexburg,Idaho,12-27-2020
382,College of Idaho,81,Caldwell,Idaho,12-27-2020
383,College of Southern Idaho,244,Twin Falls,Idaho,12-27-2020
384,Idaho State University,647,Pocatello,Idaho,12-27-2020
385,Lewis-Clark State College,138,Lewiston,Idaho,12-27-2020
386,North Idaho College,199,Coeur d'Alene,Idaho,12-27-2020
387,Northwest Nazarene University,191,Nampa,Idaho,12-27-2020
388,University of Idaho,639,Moscow,Idaho,12-27-2020
389,Augustana College,134,Rock Island,Illinois,12-27-2020
390,Aurora University,101,Aurora,Illinois,12-27-2020
391,Benedictine University,45,Lisle,Illinois,12-27-2020
392,Bradley University,429,Peoria,Illinois,12-27-2020
393,Chicago State University,71,Chicago,Illinois,12-27-2020
394,Columbia College Chicago,71,Chicago,Illinois,12-27-2020
395,Concordia University Chicago,63,River Forest,Illinois,12-27-2020
396,DePaul University,50,Chicago,Illinois,12-27-2020
397,Dominican University,151,River Forest,Illinois,12-27-2020
398,Eastern Illinois University,493,Charleston,Illinois,12-27-2020
399,Elmhurst University,146,Elmhurst,Illinois,12-27-2020
400,Eureka College,45,Eureka,Illinois,12-27-2020
401,Governors State University,45,University Park,Illinois,12-27-2020
402,Greenville University,76,Greenville,Illinois,12-27-2020
403,Illinois College,72,Jacksonville,Illinois,12-27-2020
404,Illinois Institute of Technology,133,Chicago,Illinois,12-27-2020
405,Illinois State University,"1,945",Normal,Illinois,12-27-2020
406,Illinois Wesleyan University,213,Bloomington,Illinois,12-27-2020
407,Kaskaskia College,97,Centralia,Illinois,12-27-2020
408,Knox College,48,Galesburg,Illinois,12-27-2020
409,Lake Forest College,8,Lake Forest,Illinois,12-27-2020
410,Lake Land College,94,Mattoon,Illinois,12-27-2020
411,Lewis University,251,Romeoville,Illinois,12-27-2020
412,Loyola University Chicago,215,Chicago,Illinois,12-27-2020
413,McKendree University,197,Lebanon,Illinois,12-27-2020
414,Midwestern University at Downers Grove,105,Downers Grove,Illinois,12-27-2020
415,Millikin University,183,Decatur,Illinois,12-27-2020
416,Monmouth College,44,Monmouth,Illinois,12-27-2020
417,Moody Bible Institute,76,Chicago,Illinois,12-27-2020
418,North Central College,260,Naperville,Illinois,12-27-2020
419,North Park University,157,Chicago,Illinois,12-27-2020
420,Northeastern Illinois University,189,Chicago,Illinois,12-27-2020
421,Northern Illinois University,589,Dekalb,Illinois,12-27-2020
422,Northwestern University,394,Evanston,Illinois,12-27-2020
423,Olivet Nazarene University,70,Bourbonnais,Illinois,12-27-2020
424,Parkland College,199,Champaign,Illinois,12-27-2020
425,Principia College,3,Elsah,Illinois,12-27-2020
426,Quincy University,267,Quincy,Illinois,12-27-2020
427,Rockford University,85,Rockford,Illinois,12-27-2020
428,Saint Xavier University,211,Chicago,Illinois,12-27-2020
429,School of the Art Institute of Chicago,41,Chicago,Illinois,12-27-2020
430,Southeastern Illinois College,28,Harrisburg,Illinois,12-27-2020
431,Southern Illinois University Carbondale,239,Carbondale,Illinois,12-27-2020
432,Southern Illinois University Edwardsville,238,Edwardsville,Illinois,12-27-2020
433,University of Chicago,471,Chicago,Illinois,12-27-2020
434,University of Illinois Springfield,177,Springfield,Illinois,12-27-2020
435,University of Illinois Urbana-Champaign,"4,407",Champaign,Illinois,12-27-2020
436,University of Illinois at Chicago,"1,220",Chicago,Illinois,12-27-2020
437,Western Illinois University,292,Macomb,Illinois,12-27-2020
438,Wheaton College,10,Wheaton,Illinois,12-27-2020
439,Anderson University,16,Anderson,Indiana,12-27-2020
440,Ball State University,"1,498",Muncie,Indiana,12-27-2020
441,Butler University,412,Indianapolis,Indiana,12-27-2020
442,DePauw University,80,Greencastle,Indiana,12-27-2020
443,Earlham College,25,Richmond,Indiana,12-27-2020
444,Franklin College,130,Franklin,Indiana,12-27-2020
445,Goshen College,131,Goshen,Indiana,12-27-2020
446,Grace College and Theological Seminary,139,Winona Lake,Indiana,12-27-2020
447,Hanover College,49,Hanover,Indiana,12-27-2020
448,Indiana State University,375,Terre Haute,Indiana,12-27-2020
449,Indiana University Bloomington,"4,190",Bloomington,Indiana,12-27-2020
450,Indiana University East,41,Richmond,Indiana,12-27-2020
