,School,Cases,City,State,Date
161,University of Colorado Denver and Anschutz Medical Campus*,94,Aurora,Colorado,11-06-2020
162,University of Denver,289,Denver,Colorado,11-06-2020
163,University of Northern Colorado,99,Greeley,Colorado,11-06-2020
164,Western Colorado University,13,Gunnison,Colorado,11-06-2020
165,Albertus Magnus College,4,New Haven,Connecticut,11-06-2020
166,Central Connecticut State University,99,New Britain,Connecticut,11-06-2020
167,Connecticut College‡,30,New London,Connecticut,11-06-2020
168,Eastern Connecticut State University,52,Windham,Connecticut,11-06-2020
169,Fairfield University,359,Fairfield,Connecticut,11-06-2020
170,Mitchell College,3,New London,Connecticut,11-06-2020
171,Quinnipiac University,56,Hamden,Connecticut,11-06-2020
172,Sacred Heart University,425,Fairfield,Connecticut,11-06-2020
173,Southern Connecticut State University,59,New Haven,Connecticut,11-06-2020
174,Trinity College,90,Hartford,Connecticut,11-06-2020
175,Tunxis Community College,4,Farmington,Connecticut,11-06-2020
176,United States Coast Guard Academy,17,New London,Connecticut,11-06-2020
177,University of Bridgeport,17,Bridgeport,Connecticut,11-06-2020
178,University of Connecticut*,414,Storrs,Connecticut,11-06-2020
179,University of Hartford,64,West Hartford,Connecticut,11-06-2020
180,University of New Haven,190,West Haven,Connecticut,11-06-2020
181,University of Saint Joseph,3,West Hartford,Connecticut,11-06-2020
182,Wesleyan University,11,Middletown,Connecticut,11-06-2020
183,Western Connecticut State University,30,Danbury,Connecticut,11-06-2020
184,Yale University†,244,New Haven,Connecticut,11-06-2020
185,Delaware State University,77,Dover,Delaware,11-06-2020
186,Delaware Technical Community College Dover,7,Dover,Delaware,11-06-2020
187,Delaware Technical Community College Georgetown,45,Georgetown,Delaware,11-06-2020
188,Delaware Technical Community College Stanton,20,Stanton,Delaware,11-06-2020
189,University of Delaware,482,Newark,Delaware,11-06-2020
190,Wesley College,15,Dover,Delaware,11-06-2020
191,AdventHealth University,2,Orlando,Florida,11-06-2020
192,American Institute of Beauty,1,Largo,Florida,11-06-2020
193,Atlantic Technical College,1,Coconut Creek,Florida,11-06-2020
194,Ave Maria University,30,Ave Maria,Florida,11-06-2020
195,Barry University,1,Miami,Florida,11-06-2020
196,Bethune-Cookman University,6,Daytona Beach,Florida,11-06-2020
197,Broward College,49,Fort Lauderdale,Florida,11-06-2020
198,Chipola College,5,Marianna,Florida,11-06-2020
199,City College at Gainesville,1,Gainesville,Florida,11-06-2020
200,College of Central Florida,50,Ocala,Florida,11-06-2020
201,Daytona State College,92,Daytona Beach,Florida,11-06-2020
202,Eastern Florida State College,12,Cocoa,Florida,11-06-2020
203,Eckerd College,6,Saint Petersburg,Florida,11-06-2020
204,Edward Waters College,10,Jacksonville,Florida,11-06-2020
205,Embry-Riddle Aeronautical University at Daytona Beach,127,Daytona Beach,Florida,11-06-2020
206,Flagler College,65,St. Augustine,Florida,11-06-2020
207,Florida A&M University,112,Tallahassee,Florida,11-06-2020
208,Florida Atlantic University,310,Boca Raton,Florida,11-06-2020
209,Florida Career College at Tampa,1,Tampa,Florida,11-06-2020
210,Florida College,54,Temple Terrace,Florida,11-06-2020
211,Florida Gulf Coast University,380,Fort Myers,Florida,11-06-2020
212,Florida Institute of Recording Sound and Technology,1,Orlando,Florida,11-06-2020
213,Florida Institute of Technology,75,Melbourne,Florida,11-06-2020
214,Florida International University,109,Miami,Florida,11-06-2020
215,Florida Memorial University,113,Miami Gardens,Florida,11-06-2020
216,Florida Polytechnic University,10,Lakeland,Florida,11-06-2020
217,Florida SouthWestern State College,22,Fort Myers,Florida,11-06-2020
218,Florida Southern College,67,Lakeland,Florida,11-06-2020
219,Florida State College at Jacksonville,27,Jacksonville,Florida,11-06-2020
220,Florida State University,"1,738",Tallahassee,Florida,11-06-2020
221,Fort Myers Technical College,2,Fort Myers,Florida,11-06-2020
222,Fortis Institute at Port Saint Lucie,1,Port Saint Lucie,Florida,11-06-2020
223,George Stone Technical College,1,Pensacola,Florida,11-06-2020
224,Gulf Coast State College,54,Panama City,Florida,11-06-2020
225,Gwinnett Institute,1,Orlando,Florida,11-06-2020
226,HCI College,1,West Palm Beach,Florida,11-06-2020
227,Hillsborough Community College,87,Tampa,Florida,11-06-2020
228,Immokalee Technical College,3,Immokalee,Florida,11-06-2020
229,Indian River State College,31,Fort Pierce,Florida,11-06-2020
230,Jacksonville University,51,Jacksonville,Florida,11-06-2020
231,Keiser University at Fort Myers,1,Fort Myers,Florida,11-06-2020
232,Keiser University at Jacksonville,1,Jacksonville,Florida,11-06-2020
233,Keiser University at Lakeland,2,Lakeland,Florida,11-06-2020
234,Keiser University at Melbourne,3,Melbourne,Florida,11-06-2020
235,Keiser University at Sarasota,1,Sarasota,Florida,11-06-2020
236,Keiser University at Tallahassee,1,Tallahassee,Florida,11-06-2020
237,Keiser University at West Palm Beach,3,West Palm Beach,Florida,11-06-2020
238,Lively Technical College,2,Tallahassee,Florida,11-06-2020
239,Lynn University,49,Boca Raton,Florida,11-06-2020
240,Meridian College,1,Sarasota,Florida,11-06-2020
241,Miami Dade College,18,Miami,Florida,11-06-2020
242,New College of Florida,6,Sarasota,Florida,11-06-2020
243,North Florida College,14,Madison,Florida,11-06-2020
244,Northwest Florida State College,36,Niceville,Florida,11-06-2020
245,Nova Southeastern University,15,Fort Lauderdale,Florida,11-06-2020
246,Palm Beach Atlantic University,35,West Palm Beach,Florida,11-06-2020
247,Palm Beach State College,48,Lake Worth,Florida,11-06-2020
248,Pasco-Hernando State College,44,New Port Richey,Florida,11-06-2020
249,Pensacola State College,37,Pensacola,Florida,11-06-2020
250,Polk State College,40,Winter Haven,Florida,11-06-2020
251,Rasmussen College at Fort Myers,1,Fort Myers,Florida,11-06-2020
252,Rollins College,40,Winter Park,Florida,11-06-2020
253,Saint Leo University,41,Saint Leo,Florida,11-06-2020
254,Santa Fe College,25,Gainesville,Florida,11-06-2020
255,Seminole State College of Florida,24,Sanford,Florida,11-06-2020
256,South Florida State College,37,Avon Park,Florida,11-06-2020
257,Southeastern College at West Palm Beach,1,West Palm Beach,Florida,11-06-2020
258,Southeastern University,44,Lakeland,Florida,11-06-2020
259,St. Johns River State College,17,Palatka,Florida,11-06-2020
260,St. Petersburg College,51,St. Petersburg,Florida,11-06-2020
261,St. Thomas University,5,Miami Gardens,Florida,11-06-2020
262,"State College of Florida, Manatee-Sarasota",60,Bradenton,Florida,11-06-2020
263,Stetson University,149,DeLand,Florida,11-06-2020
264,Tallahassee Community College,109,Tallahassee,Florida,11-06-2020
265,The College of the Florida Keys,6,Key West,Florida,11-06-2020
266,University of Central Florida,"1,834",Orlando,Florida,11-06-2020
267,University of Florida*,"4,461",Gainesville,Florida,11-06-2020
268,University of Fort Lauderdale,1,Lauderhill,Florida,11-06-2020
269,University of Miami*,746,Miami,Florida,11-06-2020
270,University of North Florida,227,Jacksonville,Florida,11-06-2020
271,University of South Florida*,770,Tampa,Florida,11-06-2020
272,University of South Florida Sarasota-Manatee,11,Sarasota,Florida,11-06-2020
273,"University of South Florida, St. Petersburg",22,St. Petersburg,Florida,11-06-2020
274,University of Tampa,704,Tampa,Florida,11-06-2020
275,University of West Florida,147,Pensacola,Florida,11-06-2020
276,Valencia College,41,Orlando,Florida,11-06-2020
277,Webber International University,10,Babson Park,Florida,11-06-2020
278,Abraham Baldwin Agricultural College,130,Tifton,Georgia,11-06-2020
279,Agnes Scott College,1,Decatur,Georgia,11-06-2020
280,Albany State University,110,Albany,Georgia,11-06-2020
281,Augusta University,278,Augusta,Georgia,11-06-2020
282,Berry College,214,Mount Berry,Georgia,11-06-2020
283,Brenau University,55,Gainesville,Georgia,11-06-2020
284,Clayton State University,82,Morrow,Georgia,11-06-2020
285,College of Coastal Georgia,68,Brunswick,Georgia,11-06-2020
286,Columbus State University,72,Columbus,Georgia,11-06-2020
287,Covenant College‡,16,Lookout Mountain,Georgia,11-06-2020
288,Dalton State College,54,Dalton,Georgia,11-06-2020
289,East Georgia State College,53,Swainsboro,Georgia,11-06-2020
290,Emmanuel College,43,Franklin Springs,Georgia,11-06-2020
291,Emory University,234,Atlanta,Georgia,11-06-2020
292,Fort Valley State University,52,Fort Valley,Georgia,11-06-2020
293,Georgia College & State University,747,Milledgeville,Georgia,11-06-2020
294,Georgia Gwinnett College,130,Lawrenceville,Georgia,11-06-2020
295,Georgia Highlands College,65,Rome,Georgia,11-06-2020
296,Georgia Institute of Technology,"1,102",Atlanta,Georgia,11-06-2020
297,Georgia Military College,1,Milledgeville,Georgia,11-06-2020
298,Georgia Southern University,"1,243",Statesboro,Georgia,11-06-2020
299,Georgia Southwestern State University,49,Americus,Georgia,11-06-2020
300,Georgia State University,278,Atlanta,Georgia,11-06-2020
301,Gordon State College,22,Barnesville,Georgia,11-06-2020
302,Kennesaw State University,572,Kennesaw,Georgia,11-06-2020
303,LaGrange College,24,LaGrange,Georgia,11-06-2020
304,Mercer University,303,Macon,Georgia,11-06-2020
305,Middle Georgia State University,219,Macon,Georgia,11-06-2020
306,Oglethorpe University,3,Atlanta,Georgia,11-06-2020
307,Savannah State University,42,Savannah,Georgia,11-06-2020
308,South Georgia State College,38,Douglas,Georgia,11-06-2020
309,University of Georgia,"4,198",Athens,Georgia,11-06-2020
310,University of North Georgia,464,Dahlonega,Georgia,11-06-2020
311,University of West Georgia‡,205,Carrollton,Georgia,11-06-2020
312,Valdosta State University,177,Valdosta,Georgia,11-06-2020
313,Wesleyan College,25,Macon,Georgia,11-06-2020
314,Young Harris College,37,Young Harris,Georgia,11-06-2020
315,University of Guam,9,Mangilao,Guam,11-06-2020
316,Brigham Young University-Hawaii,5,Laie,Hawaii,11-06-2020
317,Hawaii Pacific University,1,Honolulu,Hawaii,11-06-2020
318,Kapiolani Community College,3,Honolulu,Hawaii,11-06-2020
319,Leeward Community College,3,Pearl City,Hawaii,11-06-2020
320,University of Hawaii Maui College,1,Kahului,Hawaii,11-06-2020
321,University of Hawaii at Hilo,3,Hilo,Hawaii,11-06-2020
322,University of Hawaii at Manoa,24,Honolulu,Hawaii,11-06-2020
323,University of Hawaii-West Oahu,1,Kapolei,Hawaii,11-06-2020
324,Boise State University,605,Boise,Idaho,11-06-2020
325,Brigham Young University-Idaho,119,Rexburg,Idaho,11-06-2020
326,College of Idaho,52,Caldwell,Idaho,11-06-2020
327,College of Southern Idaho,156,Twin Falls,Idaho,11-06-2020
328,Idaho State University,398,Pocatello,Idaho,11-06-2020
329,Lewis-Clark State College,64,Lewiston,Idaho,11-06-2020
330,North Idaho College,70,Coeur d'Alene,Idaho,11-06-2020
331,Northwest Nazarene University,59,Nampa,Idaho,11-06-2020
332,University of Idaho,452,Moscow,Idaho,11-06-2020
333,Augustana College,53,Rock Island,Illinois,11-06-2020
334,Aurora University,61,Aurora,Illinois,11-06-2020
335,Benedictine University,19,Lisle,Illinois,11-06-2020
336,Bradley University,365,Peoria,Illinois,11-06-2020
337,Chicago State University,18,Chicago,Illinois,11-06-2020
338,Columbia College Chicago,22,Chicago,Illinois,11-06-2020
339,Concordia University Chicago,10,River Forest,Illinois,11-06-2020
340,DePaul University,22,Chicago,Illinois,11-06-2020
341,Dominican University,54,River Forest,Illinois,11-06-2020
342,Eastern Illinois University,382,Charleston,Illinois,11-06-2020
343,Elmhurst University,41,Elmhurst,Illinois,11-06-2020
344,Eureka College,25,Eureka,Illinois,11-06-2020
345,Governors State University,22,University Park,Illinois,11-06-2020
346,Greenville University,36,Greenville,Illinois,11-06-2020
347,Illinois College,12,Jacksonville,Illinois,11-06-2020
348,Illinois Institute of Technology,69,Chicago,Illinois,11-06-2020
349,Illinois State University,"1,528",Normal,Illinois,11-06-2020
350,Illinois Wesleyan University,149,Bloomington,Illinois,11-06-2020
351,Kaskaskia College,58,Centralia,Illinois,11-06-2020
352,Knox College,25,Galesburg,Illinois,11-06-2020
353,Lake Forest College,7,Lake Forest,Illinois,11-06-2020
354,Lake Land College,53,Mattoon,Illinois,11-06-2020
355,Lewis University,101,Romeoville,Illinois,11-06-2020
356,Loyola University Chicago,47,Chicago,Illinois,11-06-2020
357,McKendree University,135,Lebanon,Illinois,11-06-2020
358,Midwestern University at Downers Grove,66,Downers Grove,Illinois,11-06-2020
359,Millikin University,70,Decatur,Illinois,11-06-2020
360,Monmouth College,44,Monmouth,Illinois,11-06-2020
361,Moody Bible Institute,16,Chicago,Illinois,11-06-2020
362,North Central College,82,Naperville,Illinois,11-06-2020
363,North Park University,91,Chicago,Illinois,11-06-2020
364,Northeastern Illinois University,87,Chicago,Illinois,11-06-2020
365,Northern Illinois University,424,Dekalb,Illinois,11-06-2020
366,Northwestern University,157,Evanston,Illinois,11-06-2020
367,Olivet Nazarene University,23,Bourbonnais,Illinois,11-06-2020
368,Parkland College,100,Champaign,Illinois,11-06-2020
369,Principia College,2,Elsah,Illinois,11-06-2020
370,Quincy University,186,Quincy,Illinois,11-06-2020
371,Rockford University,67,Rockford,Illinois,11-06-2020
372,Saint Xavier University,79,Chicago,Illinois,11-06-2020
373,School of the Art Institute of Chicago,12,Chicago,Illinois,11-06-2020
374,Southeastern Illinois College,16,Harrisburg,Illinois,11-06-2020
375,Southern Illinois University Carbondale,126,Carbondale,Illinois,11-06-2020
376,Southern Illinois University Edwardsville,161,Edwardsville,Illinois,11-06-2020
377,University of Chicago,224,Chicago,Illinois,11-06-2020
378,University of Illinois Springfield,77,Springfield,Illinois,11-06-2020
379,University of Illinois Urbana-Champaign,"3,241",Champaign,Illinois,11-06-2020
380,University of Illinois at Chicago,399,Chicago,Illinois,11-06-2020
381,Western Illinois University,193,Macomb,Illinois,11-06-2020
382,Wheaton College,6,Wheaton,Illinois,11-06-2020
383,Anderson University,8,Anderson,Indiana,11-06-2020
384,Ball State University,"1,155",Muncie,Indiana,11-06-2020
385,Butler University,179,Indianapolis,Indiana,11-06-2020
386,DePauw University,27,Greencastle,Indiana,11-06-2020
387,Earlham College,22,Richmond,Indiana,11-06-2020
388,Franklin College,55,Franklin,Indiana,11-06-2020
389,Goshen College,79,Goshen,Indiana,11-06-2020
390,Grace College and Theological Seminary,89,Winona Lake,Indiana,11-06-2020
391,Indiana State University,99,Terre Haute,Indiana,11-06-2020
392,Indiana University Bloomington,"3,369",Bloomington,Indiana,11-06-2020
393,Indiana University East,27,Richmond,Indiana,11-06-2020
394,Indiana University Kokomo,21,Kokomo,Indiana,11-06-2020
395,Indiana University Northwest,11,Gary,Indiana,11-06-2020
396,Indiana University South Bend,21,South Bend,Indiana,11-06-2020
397,Indiana University Southeast,11,New Albany,Indiana,11-06-2020
398,Indiana University-Purdue University Indianapolis,141,Indianapolis,Indiana,11-06-2020
399,Manchester University,25,North Manchester,Indiana,11-06-2020
400,Marian University,64,Indianapolis,Indiana,11-06-2020
401,Oakland City University,2,Oakland City,Indiana,11-06-2020
402,Purdue University,"1,853",West Lafayette,Indiana,11-06-2020
403,Purdue University Fort Wayne,110,Fort Wayne,Indiana,11-06-2020
404,Purdue University Northwest,78,Hammond,Indiana,11-06-2020
405,Rose-Hulman Institute of Technology,62,Terre Haute,Indiana,11-06-2020
406,Saint Mary's College,95,Notre Dame,Indiana,11-06-2020
407,Taylor University,29,Upland,Indiana,11-06-2020
408,Trine University,128,Angola,Indiana,11-06-2020
409,University of Evansville,110,Evansville,Indiana,11-06-2020
410,University of Indianapolis,175,Indianapolis,Indiana,11-06-2020
411,University of Notre Dame,"1,208",Notre Dame,Indiana,11-06-2020
412,University of Southern Indiana,392,Evansville,Indiana,11-06-2020
413,Valparaiso University,50,Valparaiso,Indiana,11-06-2020
414,Vincennes University,12,Vincennes,Indiana,11-06-2020
415,Wabash College,29,Crawfordsville,Indiana,11-06-2020
416,Buena Vista University,43,Storm Lake,Iowa,11-06-2020
417,Central College,41,Pella,Iowa,11-06-2020
418,Clarke University,79,Dubuque,Iowa,11-06-2020
419,Coe College,36,Cedar Rapids,Iowa,11-06-2020
420,Cornell College,16,Mount Vernon,Iowa,11-06-2020
421,Dordt University,28,Sioux Center,Iowa,11-06-2020
422,Drake University,42,Des Moines,Iowa,11-06-2020
423,Eastern Iowa Community College District,77,Davenport,Iowa,11-06-2020
424,Ellsworth Community College,59,Iowa Falls,Iowa,11-06-2020
425,Graceland University,61,Lamoni,Iowa,11-06-2020
426,Grand View University,88,Des Moines,Iowa,11-06-2020
427,Grinnell College,11,Grinnell,Iowa,11-06-2020
428,Hawkeye Community College,148,Waterloo,Iowa,11-06-2020
429,Iowa State University,"1,518",Ames,Iowa,11-06-2020
430,Iowa Wesleyan University,133,Mount Pleasant,Iowa,11-06-2020
431,Luther College,7,Decorah,Iowa,11-06-2020
432,Marshalltown Community College,11,Marshalltown,Iowa,11-06-2020
433,Morningside College,149,Sioux City,Iowa,11-06-2020
434,Northwestern College,78,Orange City,Iowa,11-06-2020
435,Saint Ambrose University,31,Davenport,Iowa,11-06-2020
436,Simpson College,53,Indianola,Iowa,11-06-2020
437,University of Dubuque,50,Dubuque,Iowa,11-06-2020
438,University of Iowa,"2,330",Iowa City,Iowa,11-06-2020
439,University of Northern Iowa,261,Cedar Falls,Iowa,11-06-2020
440,Upper Iowa University,73,Fayette,Iowa,11-06-2020
441,Wartburg College,69,Waverly,Iowa,11-06-2020
442,William Penn University,30,Oskaloosa,Iowa,11-06-2020
443,Allen County Community College,16,Iola,Kansas,11-06-2020
444,Baker University,80,Baldwin City,Kansas,11-06-2020
445,Benedictine College,125,Atchison,Kansas,11-06-2020
446,Bethel College,132,North Newton,Kansas,11-06-2020
447,Butler Community College,108,El Dorado,Kansas,11-06-2020
448,Central Christian College,11,McPherson,Kansas,11-06-2020
449,Dodge City Community College,13,Dodge City,Kansas,11-06-2020
450,Emporia State University,82,Emporia,Kansas,11-06-2020
451,Fort Hays State University,296,Hays,Kansas,11-06-2020
452,Hesston College,7,Hesston,Kansas,11-06-2020
453,Hutchinson Community College,32,Hutchinson,Kansas,11-06-2020
454,Johnson County Community College,103,Overland Park,Kansas,11-06-2020
455,Kansas State University,945,Manhattan,Kansas,11-06-2020
456,Kansas Wesleyan University,27,Salina,Kansas,11-06-2020
