,School,Cases,City,State,Date
59,University of Arkansas at Pine Bluff,139,Pine Bluff,Arkansas,10-24-2020
60,University of Arkansas for Medical Sciences,57,Little Rock,Arkansas,10-24-2020
61,University of Central Arkansas,332,Conway,Arkansas,10-24-2020
62,University of the Ozarks,43,Clarksville,Arkansas,10-24-2020
63,Antelope Valley College,10,Lancaster,California,10-24-2020
64,Biola University,6,La Mirada,California,10-24-2020
65,California Institute of Technology,25,Pasadena,California,10-24-2020
66,California Lutheran University,6,Thousand Oaks,California,10-24-2020
67,"California Polytechnic State University, San Luis Obispo",217,San Luis Obispo,California,10-24-2020
68,"California State Polytechnic University, Pomona",15,Pomona,California,10-24-2020
69,California State University Maritime Academy,3,Vallejo,California,10-24-2020
70,"California State University, Bakersfield",5,Bakersfield,California,10-24-2020
71,"California State University, Channel Islands",6,Camarillo,California,10-24-2020
72,"California State University, Chico",199,Chico,California,10-24-2020
73,"California State University, Dominguez Hills",9,Carson,California,10-24-2020
74,"California State University, East Bay",21,Hayward,California,10-24-2020
75,"California State University, Fullerton",7,Fullerton,California,10-24-2020
76,"California State University, Long Beach",32,Long Beach,California,10-24-2020
77,"California State University, Los Angeles",83,Los Angeles,California,10-24-2020
78,"California State University, Monterey Bay",5,Marina,California,10-24-2020
79,"California State University, Northridge",36,Los Angeles,California,10-24-2020
80,"California State University, Sacramento",36,Sacramento,California,10-24-2020
81,"California State University, San Bernardino",30,San Bernardino,California,10-24-2020
82,"California State University, San Marcos",26,San Marcos,California,10-24-2020
83,"California State University, Stanislaus",11,Turlock,California,10-24-2020
84,Chapman University,37,Orange,California,10-24-2020
85,Concordia University Irvine,10,Irvine,California,10-24-2020
86,Cypress College,9,Cypress,California,10-24-2020
87,Dominican University of California,3,San Rafael,California,10-24-2020
88,Feather River College,7,Quincy,California,10-24-2020
89,Fresno State University,27,Fresno,California,10-24-2020
90,Harvey Mudd College,5,Claremont,California,10-24-2020
91,Holy Names University,2,Oakland,California,10-24-2020
92,Humboldt State University,11,Arcata,California,10-24-2020
93,Los Angeles Community College District‡,171,Los Angeles,California,10-24-2020
94,Loyola Marymount University,1,Los Angeles,California,10-24-2020
95,Menlo College,3,Atherton,California,10-24-2020
96,Mills College,3,Oakland,California,10-24-2020
97,MiraCosta College,8,Oceanside,California,10-24-2020
98,Occidental College,5,Los Angeles,California,10-24-2020
99,Pepperdine University,23,Malibu,California,10-24-2020
100,Pitzer College,1,Claremont,California,10-24-2020
101,Point Loma Nazarene University,26,San Diego,California,10-24-2020
102,Pomona College,1,Claremont,California,10-24-2020
103,Rio Hondo College*,18,Whittier,California,10-24-2020
104,Saint Mary's College of California,9,Moraga,California,10-24-2020
105,San Diego Mesa College,21,San Diego,California,10-24-2020
106,San Diego Miramar College,5,San Diego,California,10-24-2020
107,San Diego State University System,"1,237",San Diego,California,10-24-2020
108,San Francisco State University,6,San Francisco,California,10-24-2020
109,San Jose State University,51,San Jose,California,10-24-2020
110,Santa Clara University,35,Santa Clara,California,10-24-2020
111,Santa Monica College,4,Santa Monica,California,10-24-2020
112,Scripps College,4,Claremont,California,10-24-2020
113,Shasta College,5,Redding,California,10-24-2020
114,Sonoma State University,4,Ronhert Park,California,10-24-2020
115,Southwestern College,8,Chula Vista,California,10-24-2020
116,Stanford University*,147,Stanford,California,10-24-2020
117,"University of California, Berkeley",229,Berkeley,California,10-24-2020
118,"University of California, Davis",88,Davis,California,10-24-2020
119,"University of California, Hastings College of Law",5,San Francisco,California,10-24-2020
120,"University of California, Irvine",131,Irvine,California,10-24-2020
121,"University of California, Los Angeles",219,Los Angeles,California,10-24-2020
122,"University of California, Merced",17,Merced,California,10-24-2020
123,"University of California, Riverside",73,Riverside,California,10-24-2020
124,"University of California, San Diego*",362,San Diego,California,10-24-2020
125,"University of California, Santa Barbara",12,Santa Barbara,California,10-24-2020
126,"University of California, Santa Cruz",20,Santa Cruz,California,10-24-2020
127,University of Redlands,9,Redlands,California,10-24-2020
128,University of San Diego,157,San Diego,California,10-24-2020
129,University of San Francisco,9,San Francisco,California,10-24-2020
130,University of Southern California,548,Los Angeles,California,10-24-2020
131,University of the Pacific,10,Stockton,California,10-24-2020
132,Westmont College,7,Santa Barbara,California,10-24-2020
133,Whittier College,5,Whittier,California,10-24-2020
134,Adams State University,11,Alamosa,Colorado,10-24-2020
135,Arapahoe Community College,20,Littleton,Colorado,10-24-2020
136,Colorado Christian University,16,Lakewood,Colorado,10-24-2020
137,Colorado College,16,Colorado Springs,Colorado,10-24-2020
138,Colorado Mesa University,111,Grand Junction,Colorado,10-24-2020
139,Colorado Mountain College Glenwood Springs,8,Glenwood Springs,Colorado,10-24-2020
140,Colorado School of Mines,84,Golden,Colorado,10-24-2020
141,Colorado State University,520,Fort Collins,Colorado,10-24-2020
142,Colorado State University-Pueblo,38,Pueblo,Colorado,10-24-2020
143,Community College of Denver,89,Denver,Colorado,10-24-2020
144,Fort Lewis College,33,Durango,Colorado,10-24-2020
145,Front Range Community College,18,Westminster,Colorado,10-24-2020
146,Johnson & Wales University-Denver,1,Denver,Colorado,10-24-2020
147,Metropolitan State University of Denver,38,Denver,Colorado,10-24-2020
148,Morgan Community College,3,Fort Morgan,Colorado,10-24-2020
149,Pikes Peak Community College,25,Colorado Springs,Colorado,10-24-2020
150,Pueblo Community College,5,Pueblo,Colorado,10-24-2020
151,Regis University,71,Denver,Colorado,10-24-2020
152,Trinidad State Junior College,2,Trinidad,Colorado,10-24-2020
153,United States Air Force Academy,2,Air Force Academy,Colorado,10-24-2020
154,University of Colorado Boulder,"1,806",Boulder,Colorado,10-24-2020
155,University of Colorado Colorado Springs,35,Colorado Springs,Colorado,10-24-2020
156,University of Colorado Denver and Anschutz Medical Campus*,64,Aurora,Colorado,10-24-2020
157,University of Denver,233,Denver,Colorado,10-24-2020
158,University of Northern Colorado,61,Greeley,Colorado,10-24-2020
159,Western Colorado University,12,Gunnison,Colorado,10-24-2020
160,Albertus Magnus College,4,New Haven,Connecticut,10-24-2020
161,Central Connecticut State University,93,New Britain,Connecticut,10-24-2020
162,Connecticut College‡,25,New London,Connecticut,10-24-2020
163,Eastern Connecticut State University,41,Windham,Connecticut,10-24-2020
164,Fairfield University,304,Fairfield,Connecticut,10-24-2020
165,Mitchell College,2,New London,Connecticut,10-24-2020
166,Quinnipiac University,23,Hamden,Connecticut,10-24-2020
167,Sacred Heart University,338,Fairfield,Connecticut,10-24-2020
168,Southern Connecticut State University,39,New Haven,Connecticut,10-24-2020
169,Trinity College,28,Hartford,Connecticut,10-24-2020
170,United States Coast Guard Academy,9,New London,Connecticut,10-24-2020
171,University of Bridgeport,10,Bridgeport,Connecticut,10-24-2020
172,University of Connecticut*,327,Storrs,Connecticut,10-24-2020
173,University of Hartford,41,West Hartford,Connecticut,10-24-2020
174,University of New Haven,34,West Haven,Connecticut,10-24-2020
175,University of Saint Joseph,3,West Hartford,Connecticut,10-24-2020
176,Wesleyan University,9,Middletown,Connecticut,10-24-2020
177,Western Connecticut State University,24,Danbury,Connecticut,10-24-2020
178,Yale University†,219,New Haven,Connecticut,10-24-2020
179,Delaware State University,77,Dover,Delaware,10-24-2020
180,Delaware Technical Community College Dover,5,Dover,Delaware,10-24-2020
181,Delaware Technical Community College Georgetown,41,Georgetown,Delaware,10-24-2020
182,Delaware Technical Community College Stanton,14,Stanton,Delaware,10-24-2020
183,University of Delaware,443,Newark,Delaware,10-24-2020
184,Wesley College,14,Dover,Delaware,10-24-2020
185,AdventHealth University,2,Orlando,Florida,10-24-2020
186,American Institute of Beauty,1,Largo,Florida,10-24-2020
187,Atlantic Technical College,1,Coconut Creek,Florida,10-24-2020
188,Ave Maria University,27,Ave Maria,Florida,10-24-2020
189,Barry University,1,Miami,Florida,10-24-2020
190,Bethune-Cookman University,1,Daytona Beach,Florida,10-24-2020
191,Broward College,49,Fort Lauderdale,Florida,10-24-2020
192,Chipola College,5,Marianna,Florida,10-24-2020
193,City College at Gainesville,1,Gainesville,Florida,10-24-2020
194,College of Central Florida,49,Ocala,Florida,10-24-2020
195,Daytona State College,72,Daytona Beach,Florida,10-24-2020
196,Eastern Florida State College,12,Cocoa,Florida,10-24-2020
197,Eckerd College,3,Saint Petersburg,Florida,10-24-2020
198,Edward Waters College,7,Jacksonville,Florida,10-24-2020
199,Embry-Riddle Aeronautical University at Daytona Beach,83,Daytona Beach,Florida,10-24-2020
200,Flagler College,61,St. Augustine,Florida,10-24-2020
201,Florida A&M University,106,Tallahassee,Florida,10-24-2020
202,Florida Atlantic University,252,Boca Raton,Florida,10-24-2020
203,Florida Career College at Tampa,1,Tampa,Florida,10-24-2020
204,Florida College,50,Temple Terrace,Florida,10-24-2020
205,Florida Gulf Coast University,303,Fort Myers,Florida,10-24-2020
206,Florida Institute of Recording Sound and Technology,1,Orlando,Florida,10-24-2020
207,Florida Institute of Technology,53,Melbourne,Florida,10-24-2020
208,Florida International University,190,Miami,Florida,10-24-2020
209,Florida Memorial University,111,Miami Gardens,Florida,10-24-2020
210,Florida Polytechnic University,10,Lakeland,Florida,10-24-2020
211,Florida SouthWestern State College,18,Fort Myers,Florida,10-24-2020
212,Florida Southern College,49,Lakeland,Florida,10-24-2020
213,Florida State College at Jacksonville,25,Jacksonville,Florida,10-24-2020
214,Florida State University,"1,656",Tallahassee,Florida,10-24-2020
215,Fort Myers Technical College,2,Fort Myers,Florida,10-24-2020
216,Fortis Institute at Port Saint Lucie,1,Port Saint Lucie,Florida,10-24-2020
217,George Stone Technical College,1,Pensacola,Florida,10-24-2020
218,Gulf Coast State College,47,Panama City,Florida,10-24-2020
219,Gwinnett Institute,1,Orlando,Florida,10-24-2020
220,HCI College,1,West Palm Beach,Florida,10-24-2020
221,Hillsborough Community College,29,Tampa,Florida,10-24-2020
222,Immokalee Technical College,3,Immokalee,Florida,10-24-2020
223,Indian River State College,34,Fort Pierce,Florida,10-24-2020
224,Jacksonville University,44,Jacksonville,Florida,10-24-2020
225,Keiser University at Fort Myers,1,Fort Myers,Florida,10-24-2020
226,Keiser University at Jacksonville,1,Jacksonville,Florida,10-24-2020
227,Keiser University at Lakeland,2,Lakeland,Florida,10-24-2020
228,Keiser University at Melbourne,2,Melbourne,Florida,10-24-2020
229,Keiser University at Sarasota,1,Sarasota,Florida,10-24-2020
230,Keiser University at West Palm Beach,1,West Palm Beach,Florida,10-24-2020
231,Lively Technical College,1,Tallahassee,Florida,10-24-2020
232,Lynn University,41,Boca Raton,Florida,10-24-2020
233,Meridian College,1,Sarasota,Florida,10-24-2020
234,Miami Dade College,9,Miami,Florida,10-24-2020
235,New College of Florida,2,Sarasota,Florida,10-24-2020
236,North Florida College,14,Madison,Florida,10-24-2020
237,Northwest Florida State College,25,Niceville,Florida,10-24-2020
238,Nova Southeastern University,1,Fort Lauderdale,Florida,10-24-2020
239,Palm Beach Atlantic University,35,West Palm Beach,Florida,10-24-2020
240,Palm Beach State College,41,Lake Worth,Florida,10-24-2020
241,Pasco-Hernando State College,8,New Port Richey,Florida,10-24-2020
242,Pensacola State College,36,Pensacola,Florida,10-24-2020
243,Polk State College,34,Winter Haven,Florida,10-24-2020
244,Rasmussen College at Fort Myers,1,Fort Myers,Florida,10-24-2020
245,Rollins College,27,Winter Park,Florida,10-24-2020
246,Saint Leo University,34,Saint Leo,Florida,10-24-2020
247,Santa Fe College,25,Gainesville,Florida,10-24-2020
248,Seminole State College of Florida,12,Sanford,Florida,10-24-2020
249,South Florida State College,32,Avon Park,Florida,10-24-2020
250,Southeastern College at West Palm Beach,1,West Palm Beach,Florida,10-24-2020
251,Southeastern University,12,Lakeland,Florida,10-24-2020
252,St. Johns River State College,15,Palatka,Florida,10-24-2020
253,St. Petersburg College,40,St. Petersburg,Florida,10-24-2020
254,St. Thomas University,4,Miami Gardens,Florida,10-24-2020
255,"State College of Florida, Manatee-Sarasota",47,Bradenton,Florida,10-24-2020
256,Stetson University,114,DeLand,Florida,10-24-2020
257,Tallahassee Community College,102,Tallahassee,Florida,10-24-2020
258,The College of the Florida Keys,6,Key West,Florida,10-24-2020
259,University of Central Florida,"1,544",Orlando,Florida,10-24-2020
260,University of Florida*,"3,634",Gainesville,Florida,10-24-2020
261,University of Fort Lauderdale,1,Lauderhill,Florida,10-24-2020
262,University of Miami*,596,Miami,Florida,10-24-2020
263,University of North Florida,172,Jacksonville,Florida,10-24-2020
264,University of South Florida*,642,Tampa,Florida,10-24-2020
265,University of South Florida Sarasota-Manatee,8,Sarasota,Florida,10-24-2020
266,"University of South Florida, St. Petersburg",17,St. Petersburg,Florida,10-24-2020
267,University of Tampa,559,Tampa,Florida,10-24-2020
268,University of West Florida,145,Pensacola,Florida,10-24-2020
269,Valencia College,35,Orlando,Florida,10-24-2020
270,Webber International University,3,Babson Park,Florida,10-24-2020
271,Abraham Baldwin Agricultural College,35,Tifton,Georgia,10-24-2020
272,Agnes Scott College,1,Decatur,Georgia,10-24-2020
273,Albany State University,110,Albany,Georgia,10-24-2020
274,Augusta University,234,Augusta,Georgia,10-24-2020
275,Berry College,210,Mount Berry,Georgia,10-24-2020
276,Brenau University,48,Gainesville,Georgia,10-24-2020
277,Clayton State University,77,Morrow,Georgia,10-24-2020
278,College of Coastal Georgia,62,Brunswick,Georgia,10-24-2020
279,Columbus State University,72,Columbus,Georgia,10-24-2020
280,Covenant College,15,Lookout Mountain,Georgia,10-24-2020
281,Dalton State College,38,Dalton,Georgia,10-24-2020
282,East Georgia State College,52,Swainsboro,Georgia,10-24-2020
283,Emmanuel College,11,Franklin Springs,Georgia,10-24-2020
284,Emory University,206,Atlanta,Georgia,10-24-2020
285,Fort Valley State University,50,Fort Valley,Georgia,10-24-2020
286,Georgia College & State University,740,Milledgeville,Georgia,10-24-2020
287,Georgia Gwinnett College,110,Lawrenceville,Georgia,10-24-2020
288,Georgia Highlands College,55,Rome,Georgia,10-24-2020
289,Georgia Institute of Technology,984,Atlanta,Georgia,10-24-2020
290,Georgia Military College,1,Milledgeville,Georgia,10-24-2020
291,Georgia Southern University,"1,211",Statesboro,Georgia,10-24-2020
292,Georgia Southwestern State University,41,Americus,Georgia,10-24-2020
293,Georgia State University,237,Atlanta,Georgia,10-24-2020
294,Gordon State College,19,Barnesville,Georgia,10-24-2020
295,Kennesaw State University,370,Kennesaw,Georgia,10-24-2020
296,LaGrange College,21,LaGrange,Georgia,10-24-2020
297,Mercer University,281,Macon,Georgia,10-24-2020
298,Middle Georgia State University,197,Macon,Georgia,10-24-2020
299,Oglethorpe University,3,Atlanta,Georgia,10-24-2020
300,Savannah State University,40,Savannah,Georgia,10-24-2020
301,South Georgia State College,35,Douglas,Georgia,10-24-2020
302,University of Georgia,"4,049",Athens,Georgia,10-24-2020
303,University of North Georgia,431,Dahlonega,Georgia,10-24-2020
304,University of West Georgia‡,191,Carrollton,Georgia,10-24-2020
305,Valdosta State University,158,Valdosta,Georgia,10-24-2020
306,Wesleyan College,24,Macon,Georgia,10-24-2020
307,Young Harris College,37,Young Harris,Georgia,10-24-2020
308,Brigham Young University-Hawaii,3,Laie,Hawaii,10-24-2020
309,Hawaii Pacific University,1,Honolulu,Hawaii,10-24-2020
310,Kapiolani Community College,3,Honolulu,Hawaii,10-24-2020
311,Leeward Community College,3,Pearl City,Hawaii,10-24-2020
312,University of Hawaii Maui College,1,Kahului,Hawaii,10-24-2020
313,University of Hawaii at Hilo,3,Hilo,Hawaii,10-24-2020
314,University of Hawaii at Manoa,23,Honolulu,Hawaii,10-24-2020
315,Boise State University,507,Boise,Idaho,10-24-2020
316,Brigham Young University-Idaho,119,Rexburg,Idaho,10-24-2020
317,College of Idaho,43,Caldwell,Idaho,10-24-2020
318,College of Southern Idaho,107,Twin Falls,Idaho,10-24-2020
319,Idaho State University,285,Pocatello,Idaho,10-24-2020
320,Lewis-Clark State College,34,Lewiston,Idaho,10-24-2020
321,North Idaho College,38,Coeur d'Alene,Idaho,10-24-2020
322,Northwest Nazarene University,37,Nampa,Idaho,10-24-2020
323,University of Idaho,424,Moscow,Idaho,10-24-2020
324,Augustana College,23,Rock Island,Illinois,10-24-2020
325,Aurora University,51,Aurora,Illinois,10-24-2020
326,Benedictine University,7,Lisle,Illinois,10-24-2020
327,Bradley University,351,Peoria,Illinois,10-24-2020
328,Chicago State University,21,Chicago,Illinois,10-24-2020
329,Columbia College Chicago,3,Chicago,Illinois,10-24-2020
330,Concordia University Chicago,4,River Forest,Illinois,10-24-2020
331,DePaul University,12,Chicago,Illinois,10-24-2020
332,Dominican University,41,River Forest,Illinois,10-24-2020
333,Eastern Illinois University,357,Charleston,Illinois,10-24-2020
334,Elmhurst University,34,Elmhurst,Illinois,10-24-2020
335,Eureka College,23,Eureka,Illinois,10-24-2020
336,Governors State University,18,University Park,Illinois,10-24-2020
337,Greenville University,34,Greenville,Illinois,10-24-2020
338,Illinois College,8,Jacksonville,Illinois,10-24-2020
339,Illinois Institute of Technology,60,Chicago,Illinois,10-24-2020
340,Illinois State University,"1,438",Normal,Illinois,10-24-2020
341,Illinois Wesleyan University,131,Bloomington,Illinois,10-24-2020
342,Kaskaskia College,44,Centralia,Illinois,10-24-2020
343,Knox College,24,Galesburg,Illinois,10-24-2020
344,Lake Forest College,7,Lake Forest,Illinois,10-24-2020
345,Lake Land College,41,Mattoon,Illinois,10-24-2020
346,Lewis University,58,Romeoville,Illinois,10-24-2020
347,Loyola University Chicago,19,Chicago,Illinois,10-24-2020
348,McKendree University,100,Lebanon,Illinois,10-24-2020
349,Midwestern University at Downers Grove,49,Downers Grove,Illinois,10-24-2020
350,Millikin University,59,Decatur,Illinois,10-24-2020
351,Monmouth College,29,Monmouth,Illinois,10-24-2020
352,Moody Bible Institute,11,Chicago,Illinois,10-24-2020
353,North Central College,39,Naperville,Illinois,10-24-2020
354,North Park University,69,Chicago,Illinois,10-24-2020
355,Northeastern Illinois University,66,Chicago,Illinois,10-24-2020
356,Northern Illinois University,340,Dekalb,Illinois,10-24-2020
357,Northwestern University,170,Evanston,Illinois,10-24-2020
358,Olivet Nazarene University,23,Bourbonnais,Illinois,10-24-2020
359,Parkland College,76,Champaign,Illinois,10-24-2020
360,Principia College,3,Elsah,Illinois,10-24-2020
361,Quincy University,129,Quincy,Illinois,10-24-2020
362,Rockford University,54,Rockford,Illinois,10-24-2020
363,Saint Xavier University,42,Chicago,Illinois,10-24-2020
364,School of the Art Institute of Chicago,10,Chicago,Illinois,10-24-2020
365,Southeastern Illinois College,11,Harrisburg,Illinois,10-24-2020
366,Southern Illinois University Carbondale,108,Carbondale,Illinois,10-24-2020
367,Southern Illinois University Edwardsville,140,Edwardsville,Illinois,10-24-2020
368,University of Chicago,142,Chicago,Illinois,10-24-2020
369,University of Illinois Springfield,67,Springfield,Illinois,10-24-2020
370,University of Illinois Urbana-Champaign,"2,802",Champaign,Illinois,10-24-2020
371,University of Illinois at Chicago,232,Chicago,Illinois,10-24-2020
372,Western Illinois University,170,Macomb,Illinois,10-24-2020
373,Wheaton College,4,Wheaton,Illinois,10-24-2020
374,Anderson University,8,Anderson,Indiana,10-24-2020
375,Ball State University,"1,087",Muncie,Indiana,10-24-2020
376,Butler University,165,Indianapolis,Indiana,10-24-2020
377,DePauw University,23,Greencastle,Indiana,10-24-2020
378,Earlham College,14,Richmond,Indiana,10-24-2020
379,Franklin College,38,Franklin,Indiana,10-24-2020
380,Goshen College,46,Goshen,Indiana,10-24-2020
381,Indiana State University,99,Terre Haute,Indiana,10-24-2020
382,Indiana University Bloomington,"3,139",Bloomington,Indiana,10-24-2020
383,Indiana University East,19,Richmond,Indiana,10-24-2020
384,Indiana University Kokomo,14,Kokomo,Indiana,10-24-2020
385,Indiana University Northwest,6,Gary,Indiana,10-24-2020
386,Indiana University South Bend,15,South Bend,Indiana,10-24-2020
387,Indiana University Southeast,9,New Albany,Indiana,10-24-2020
388,Indiana University-Purdue University Indianapolis,105,Indianapolis,Indiana,10-24-2020
389,Manchester University,12,North Manchester,Indiana,10-24-2020
390,Marian University,64,Indianapolis,Indiana,10-24-2020
391,Oakland City University,2,Oakland City,Indiana,10-24-2020
392,Purdue University,"1,376",West Lafayette,Indiana,10-24-2020
393,Purdue University Fort Wayne,80,Fort Wayne,Indiana,10-24-2020
394,Purdue University Northwest,78,Hammond,Indiana,10-24-2020
395,Rose-Hulman Institute of Technology,51,Terre Haute,Indiana,10-24-2020
396,Saint Mary's College,53,Notre Dame,Indiana,10-24-2020
397,Taylor University,29,Upland,Indiana,10-24-2020
398,Trine University,109,Angola,Indiana,10-24-2020
399,University of Evansville,79,Evansville,Indiana,10-24-2020
400,University of Indianapolis,99,Indianapolis,Indiana,10-24-2020
401,University of Notre Dame,949,Notre Dame,Indiana,10-24-2020
402,University of Southern Indiana,299,Evansville,Indiana,10-24-2020
403,Valparaiso University,41,Valparaiso,Indiana,10-24-2020
404,Vincennes University,12,Vincennes,Indiana,10-24-2020
405,Wabash College,14,Crawfordsville,Indiana,10-24-2020
406,Buena Vista University,43,Storm Lake,Iowa,10-24-2020
407,Central College,30,Pella,Iowa,10-24-2020
408,Clarke University,55,Dubuque,Iowa,10-24-2020
409,Coe College,36,Cedar Rapids,Iowa,10-24-2020
410,Cornell College,7,Mount Vernon,Iowa,10-24-2020
411,Dordt University,28,Sioux Center,Iowa,10-24-2020
412,Drake University,14,Des Moines,Iowa,10-24-2020
413,Eastern Iowa Community College District,60,Davenport,Iowa,10-24-2020
414,Ellsworth Community College,32,Iowa Falls,Iowa,10-24-2020
415,Graceland University,37,Lamoni,Iowa,10-24-2020
416,Grand View University,67,Des Moines,Iowa,10-24-2020
417,Grinnell College,10,Grinnell,Iowa,10-24-2020
418,Hawkeye Community College,101,Waterloo,Iowa,10-24-2020
419,Iowa State University,"1,399",Ames,Iowa,10-24-2020
420,Iowa Wesleyan University,123,Mount Pleasant,Iowa,10-24-2020
421,Luther College,7,Decorah,Iowa,10-24-2020
422,Marshalltown Community College,9,Marshalltown,Iowa,10-24-2020
423,Morningside College,140,Sioux City,Iowa,10-24-2020
424,Northwestern College,78,Orange City,Iowa,10-24-2020
425,Saint Ambrose University,31,Davenport,Iowa,10-24-2020
426,Simpson College,36,Indianola,Iowa,10-24-2020
427,University of Dubuque,50,Dubuque,Iowa,10-24-2020
428,University of Iowa,"2,143",Iowa City,Iowa,10-24-2020
429,University of Northern Iowa,202,Cedar Falls,Iowa,10-24-2020
430,Upper Iowa University,65,Fayette,Iowa,10-24-2020
431,Wartburg College,69,Waverly,Iowa,10-24-2020
432,William Penn University,30,Oskaloosa,Iowa,10-24-2020
433,Allen County Community College,16,Iola,Kansas,10-24-2020
434,Baker University,77,Baldwin City,Kansas,10-24-2020
435,Benedictine College,114,Atchison,Kansas,10-24-2020
436,Bethel College,127,North Newton,Kansas,10-24-2020
437,Butler Community College,95,El Dorado,Kansas,10-24-2020
438,Central Christian College,10,McPherson,Kansas,10-24-2020
439,Dodge City Community College,13,Dodge City,Kansas,10-24-2020
440,Emporia State University,76,Emporia,Kansas,10-24-2020
441,Fort Hays State University,292,Hays,Kansas,10-24-2020
442,Hesston College,7,Hesston,Kansas,10-24-2020
443,Hutchinson Community College,21,Hutchinson,Kansas,10-24-2020
444,Johnson County Community College,94,Overland Park,Kansas,10-24-2020
445,Kansas State University,888,Manhattan,Kansas,10-24-2020
446,Kansas Wesleyan University,27,Salina,Kansas,10-24-2020
447,Labette Community College,5,Parsons,Kansas,10-24-2020
448,Newman University,29,Whichita,Kansas,10-24-2020
449,Pittsburg State University,181,Pittsburg,Kansas,10-24-2020
450,Southwestern College,57,Winfield,Kansas,10-24-2020
451,Sterling College,5,Sterling,Kansas,10-24-2020
452,University of Kansas,"1,093",Lawrence,Kansas,10-24-2020
453,Washburn University,84,Topeka,Kansas,10-24-2020
454,Wichita State University,62,Wichita,Kansas,10-24-2020
455,Alice Lloyd College,75,Pippa Passes,Kentucky,10-24-2020
456,Asbury Theological Seminary,5,Wilmore,Kentucky,10-24-2020
