,School,Cases,City,State,Date
1336,Landmark College,1,Putney,Vermont,10-16-2020
1337,Middlebury College,4,Middlebury,Vermont,10-16-2020
1338,Norwich University,5,Northfield,Vermont,10-16-2020
1339,Saint Michael's College,1,Colchester,Vermont,10-16-2020
1340,University of Vermont,22,Burlington,Vermont,10-16-2020
1341,Vermont Technical College,1,Randolph,Vermont,10-16-2020
1342,University of the Virgin Islands,3,Charlotte Amalie,Virgin Islands,10-16-2020
1343,Averett University,37,Danville,Virginia,10-16-2020
1344,Bluefield College,70,Bluefield,Virginia,10-16-2020
1345,Bridgewater College,35,Bridgewater,Virginia,10-16-2020
1346,Christopher Newport University,18,Newport News,Virginia,10-16-2020
1347,Danville Community College,5,Danville,Virginia,10-16-2020
1348,Eastern Mennonite University,12,Harrisonburg,Virginia,10-16-2020
1349,Eastern Virginia Medical School*,38,Norfolk,Virginia,10-16-2020
1350,Emory & Henry College,3,Emory,Virginia,10-16-2020
1351,Ferrum College,41,Ferrum,Virginia,10-16-2020
1352,George Mason University,72,Fairfax,Virginia,10-16-2020
1353,Hampden-Sydney College,58,Hampden-Sydney,Virginia,10-16-2020
1354,Hollins University,1,Roanoke,Virginia,10-16-2020
1355,James Madison University,"1,527",Harrisonburg,Virginia,10-16-2020
1356,Liberty University,506,Lynchburg,Virginia,10-16-2020
1357,Longwood University,59,Farmville,Virginia,10-16-2020
1358,Mary Baldwin University,4,Staunton,Virginia,10-16-2020
1359,Marymount University,12,Arlington,Virginia,10-16-2020
1360,Norfolk State University,8,Norfolk,Virginia,10-16-2020
1361,Old Dominion University,70,Norfolk,Virginia,10-16-2020
1362,Radford University,413,Radford,Virginia,10-16-2020
1363,Randolph College,1,Lynchburg,Virginia,10-16-2020
1364,Randolph-Macon College,32,Ashland,Virginia,10-16-2020
1365,Roanoke College,67,Salem,Virginia,10-16-2020
1366,Shenandoah University,28,Winchester,Virginia,10-16-2020
1367,Southern Virginia University,2,Buena Vista,Virginia,10-16-2020
1368,Sweet Briar College,9,Sweet Briar,Virginia,10-16-2020
1369,University of Lynchburg,104,Lynchburg,Virginia,10-16-2020
1370,University of Mary Washington,12,Fredericksburg,Virginia,10-16-2020
1371,University of Richmond,20,Richmond,Virginia,10-16-2020
1372,University of Virginia,844,Charlottesville,Virginia,10-16-2020
1373,University of Virginia's College at Wise,13,Wise,Virginia,10-16-2020
1374,Virginia Commonwealth University,294,Richmond,Virginia,10-16-2020
1375,Virginia Highlands Community College,4,Abingdon,Virginia,10-16-2020
1376,Virginia Military Institute,54,Lexington,Virginia,10-16-2020
1377,Virginia State University,3,Petersburg,Virginia,10-16-2020
1378,Virginia Tech,"1,115",Blacksburg,Virginia,10-16-2020
1379,Virginia Union University,6,Richmond,Virginia,10-16-2020
1380,Virginia Wesleyan University,10,Virginia Beach,Virginia,10-16-2020
1381,Washington and Lee University,52,Lexington,Virginia,10-16-2020
1382,William & Mary,18,Williamsburg,Virginia,10-16-2020
1383,Central Washington University,53,Ellensburg,Washington,10-16-2020
1384,Centralia College,4,Centralia,Washington,10-16-2020
1385,Clark College,1,Vancouver,Washington,10-16-2020
1386,Clover Park Technical College,3,Lakewood,Washington,10-16-2020
1387,Columbia Basin College,7,Pasco,Washington,10-16-2020
1388,Eastern Washington University,102,Cheney,Washington,10-16-2020
1389,Edmonds College,9,Lynnwood,Washington,10-16-2020
1390,Everett Community College,4,Everett,Washington,10-16-2020
1391,Gonzaga University,65,Spokane,Washington,10-16-2020
1392,Grays Harbor College,2,Aberdeen,Washington,10-16-2020
1393,Green River College,3,Auburn,Washington,10-16-2020
1394,Highline College,2,Des Moines,Washington,10-16-2020
1395,Lake Washington Institute of Technology,1,Kirkland,Washington,10-16-2020
1396,Lower Columbia College,1,Longview,Washington,10-16-2020
1397,North Seattle College,2,Seattle,Washington,10-16-2020
1398,Northwest Indian College,2,Bellingham,Washington,10-16-2020
1399,Olympic College,1,Bremerton,Washington,10-16-2020
1400,Pacific Lutheran University,1,Tacoma,Washington,10-16-2020
1401,Pierce College Fort Steilacoom,1,Lakewood,Washington,10-16-2020
1402,Renton Technical College,1,Renton,Washington,10-16-2020
1403,Seattle Central College,1,Seattle,Washington,10-16-2020
1404,Seattle Pacific University,1,Seattle,Washington,10-16-2020
1405,Seattle University,6,Seattle,Washington,10-16-2020
1406,Skagit Valley College,1,Mount Vernon,Washington,10-16-2020
1407,South Seattle College,1,Seattle,Washington,10-16-2020
1408,Spokane Community College,11,Spokane,Washington,10-16-2020
1409,Spokane Falls Community College,2,Spokane,Washington,10-16-2020
1410,Tacoma Community College,1,Tacoma,Washington,10-16-2020
1411,University of Puget Sound,9,Tacoma,Washington,10-16-2020
1412,University of Washington,527,Seattle,Washington,10-16-2020
1413,University of Washington Bothell,6,Bothell,Washington,10-16-2020
1414,University of Washington Tacoma,13,Tacoma,Washington,10-16-2020
1415,Walla Walla Community College,2,Walla Walla,Washington,10-16-2020
1416,Washington State University,263,Pullman,Washington,10-16-2020
1417,Wenatchee Valley College,2,Wenatchee,Washington,10-16-2020
1418,Western Washington University,4,Bellingham,Washington,10-16-2020
1419,Whatcom Community College,6,Bellingham,Washington,10-16-2020
1420,Whitman College,2,Walla Walla,Washington,10-16-2020
1421,Whitworth University,26,Spokane,Washington,10-16-2020
1422,Yakima Valley College,8,Yakima,Washington,10-16-2020
1423,American University,26,Washington,"Washington, D.C.",10-16-2020
1424,Catholic University of America,50,Washington,"Washington, D.C.",10-16-2020
1425,Gallaudet University,1,Washington,"Washington, D.C.",10-16-2020
1426,George Washington University,18,Washington,"Washington, D.C.",10-16-2020
1427,Georgetown University,147,Washington,"Washington, D.C.",10-16-2020
1428,Howard University,15,Washington,"Washington, D.C.",10-16-2020
1429,University of the District of Columbia,2,Washington,"Washington, D.C.",10-16-2020
1430,Alderson Broaddus University,27,Philippi,West Virginia,10-16-2020
1431,Bethany College,3,Bethany,West Virginia,10-16-2020
1432,Bluefield State College,8,Bluefield,West Virginia,10-16-2020
1433,Concord University,22,Athens,West Virginia,10-16-2020
1434,Davis & Elkins College,7,Elkins,West Virginia,10-16-2020
1435,Fairmont State University,32,Fairmont,West Virginia,10-16-2020
1436,Glenville State College,24,Glenville,West Virginia,10-16-2020
1437,Marshall University,97,Huntington,West Virginia,10-16-2020
1438,Potomac State College of West Virginia University,2,Keyser,West Virginia,10-16-2020
1439,Salem University,3,Salem,West Virginia,10-16-2020
1440,Shepherd University,24,Shepherdstown,West Virginia,10-16-2020
1441,University of Charleston,29,Charleston,West Virginia,10-16-2020
1442,West Liberty University,29,West Liberty,West Virginia,10-16-2020
1443,West Virginia State University,38,Institute,West Virginia,10-16-2020
1444,West Virginia University,638,Morgantown,West Virginia,10-16-2020
1445,West Virginia University Institute of Technology,2,Montgomery,West Virginia,10-16-2020
1446,West Virginia University at Parkersburg,1,Parkersburg,West Virginia,10-16-2020
1447,West Virginia Wesleyan College,1,Buckhannon,West Virginia,10-16-2020
1448,Wheeling University,3,Wheeling,West Virginia,10-16-2020
1449,Beloit College,21,Beloit,Wisconsin,10-16-2020
1450,Carroll University,62,Waukesha,Wisconsin,10-16-2020
1451,Carthage College,37,Kenosha,Wisconsin,10-16-2020
1452,Concordia University Wisconsin,25,Mequon,Wisconsin,10-16-2020
1453,Edgewood College,65,Madison,Wisconsin,10-16-2020
1454,Lakeland University,17,Plymouth,Wisconsin,10-16-2020
1455,Lawrence University,13,Appleton,Wisconsin,10-16-2020
1456,Maranatha Baptist University,1,Watertown,Wisconsin,10-16-2020
1457,Marian University,38,Fond Du Lac,Wisconsin,10-16-2020
1458,Marquette University,381,Milwaukee,Wisconsin,10-16-2020
1459,Milwaukee School of Engineering,19,Milwaukee,Wisconsin,10-16-2020
1460,Ripon College,10,Ripon,Wisconsin,10-16-2020
1461,Saint Norbert College,165,De Pere,Wisconsin,10-16-2020
1462,University of Wisconsin-Eau Claire,436,Eau Claire,Wisconsin,10-16-2020
1463,University of Wisconsin-Green Bay,88,Green Bay,Wisconsin,10-16-2020
1464,University of Wisconsin-La Crosse,350,La Crosse,Wisconsin,10-16-2020
1465,University of Wisconsin-Madison,"3,041",Madison,Wisconsin,10-16-2020
1466,University of Wisconsin-Milwaukee,516,Milwaukee,Wisconsin,10-16-2020
1467,University of Wisconsin-Oshkosh,735,Oshkosh,Wisconsin,10-16-2020
1468,University of Wisconsin-Parkside,25,Somers,Wisconsin,10-16-2020
1469,University of Wisconsin-Platteville,240,Platteville,Wisconsin,10-16-2020
1470,University of Wisconsin-River Falls,184,River Falls,Wisconsin,10-16-2020
1471,University of Wisconsin-Stevens Point,259,Stevens Point,Wisconsin,10-16-2020
1472,University of Wisconsin-Stout,15,Menomonie,Wisconsin,10-16-2020
1473,University of Wisconsin-Superior,6,Superior,Wisconsin,10-16-2020
1474,University of Wisconsin-Whitewater,421,Whitewater,Wisconsin,10-16-2020
1475,Viterbo University,50,La Crosse,Wisconsin,10-16-2020
1476,Wisconsin Lutheran College,12,Milwaukee,Wisconsin,10-16-2020
1477,Casper College,68,Casper,Wyoming,10-16-2020
1478,Eastern Wyoming College,3,Torrington,Wyoming,10-16-2020
1479,University of Wyoming,456,Laramie,Wyoming,10-16-2020
