,School,Cases,City,State,Date
65,"California State University, Dominguez Hills",8,Carson,California,10-01-2020
66,"California State University, East Bay",17,Hayward,California,10-01-2020
67,"California State University, Fullerton",1,Fullerton,California,10-01-2020
68,"California State University, Long Beach",90,Long Beach,California,10-01-2020
69,"California State University, Los Angeles",75,Los Angeles,California,10-01-2020
70,"California State University, Monterey Bay",4,Marina,California,10-01-2020
71,"California State University, Northridge",27,Los Angeles,California,10-01-2020
72,"California State University, Sacramento",21,Sacramento,California,10-01-2020
73,"California State University, San Bernardino",4,San Bernardino,California,10-01-2020
74,"California State University, San Marcos",8,San Marcos,California,10-01-2020
75,Chapman University,9,Orange,California,10-01-2020
76,Concordia University Irvine,2,Irvine,California,10-01-2020
77,Cypress College,8,Cypress,California,10-01-2020
78,Dominican University of California,1,San Rafael,California,10-01-2020
79,Fresno State University,23,Fresno,California,10-01-2020
80,Harvey Mudd College,5,Claremont,California,10-01-2020
81,Holy Names University,1,Oakland,California,10-01-2020
82,Humboldt State University,11,Arcata,California,10-01-2020
83,Los Angeles Community College District‡,176,Los Angeles,California,10-01-2020
84,Loyola Marymount University,1,Los Angeles,California,10-01-2020
85,Menlo College,3,Atherton,California,10-01-2020
86,Mills College,3,Oakland,California,10-01-2020
87,MiraCosta College,7,Oceanside,California,10-01-2020
88,Occidental College,5,Los Angeles,California,10-01-2020
89,Pepperdine University,21,Malibu,California,10-01-2020
90,Pitzer College,1,Claremont,California,10-01-2020
91,Point Loma Nazarene University,3,San Diego,California,10-01-2020
92,Pomona College,1,Claremont,California,10-01-2020
93,Rio Hondo College*,8,Whittier,California,10-01-2020
94,Saint Mary's College of California,8,Moraga,California,10-01-2020
95,San Diego State University System,870,San Diego,California,10-01-2020
96,San Francisco State University,5,San Francisco,California,10-01-2020
97,San Jose State University,46,San Jose,California,10-01-2020
98,Santa Clara University,16,Santa Clara,California,10-01-2020
99,Scripps College,4,Claremont,California,10-01-2020
100,Shasta College,1,Redding,California,10-01-2020
101,Sonoma State University,2,Ronhert Park,California,10-01-2020
102,Southwestern College,6,Chula Vista,California,10-01-2020
103,Stanford University*,137,Stanford,California,10-01-2020
104,"University of California, Berkeley",209,Berkeley,California,10-01-2020
105,"University of California, Davis",79,Davis,California,10-01-2020
106,"University of California, Hastings College of Law",5,San Francisco,California,10-01-2020
107,"University of California, Irvine",105,Irvine,California,10-01-2020
108,"University of California, Los Angeles",158,Los Angeles,California,10-01-2020
109,"University of California, Merced",1,Merced,California,10-01-2020
110,"University of California, Riverside",50,Riverside,California,10-01-2020
111,"University of California, San Diego*",264,San Diego,California,10-01-2020
112,"University of California, Santa Barbara",10,Santa Barbara,California,10-01-2020
113,"University of California, Santa Cruz",16,Santa Cruz,California,10-01-2020
114,University of Redlands,6,Redlands,California,10-01-2020
115,University of San Diego,37,San Diego,California,10-01-2020
116,University of San Francisco,9,San Francisco,California,10-01-2020
117,University of Southern California,403,Los Angeles,California,10-01-2020
118,Adams State University,4,Alamosa,Colorado,10-01-2020
119,Arapahoe Community College,4,Littleton,Colorado,10-01-2020
120,Colorado Christian University,1,Lakewood,Colorado,10-01-2020
121,Colorado College,13,Colorado Springs,Colorado,10-01-2020
122,Colorado Mesa University,50,Grand Junction,Colorado,10-01-2020
123,Colorado Mountain College Glenwood Springs,1,Glenwood Springs,Colorado,10-01-2020
124,Colorado School of Mines,37,Golden,Colorado,10-01-2020
125,Colorado State University,248,Fort Collins,Colorado,10-01-2020
126,Colorado State University-Pueblo,9,Pueblo,Colorado,10-01-2020
127,Community College of Denver,2,Denver,Colorado,10-01-2020
128,Fort Lewis College,18,Durango,Colorado,10-01-2020
129,Front Range Community College,6,Westminster,Colorado,10-01-2020
130,Metropolitan State University of Denver,4,Denver,Colorado,10-01-2020
131,Morgan Community College,1,Fort Morgan,Colorado,10-01-2020
132,Pikes Peak Community College,2,Colorado Springs,Colorado,10-01-2020
133,Pueblo Community College,3,Pueblo,Colorado,10-01-2020
134,Regis University,32,Denver,Colorado,10-01-2020
135,Trinidad State Junior College,1,Trinidad,Colorado,10-01-2020
136,University of Colorado Boulder,906,Boulder,Colorado,10-01-2020
137,University of Colorado Colorado Springs,9,Colorado Springs,Colorado,10-01-2020
138,University of Colorado Denver and Anschutz Medical Campus,4,Aurora,Colorado,10-01-2020
139,University of Denver,58,Denver,Colorado,10-01-2020
140,University of Northern Colorado,25,Greeley,Colorado,10-01-2020
141,Western Colorado University,12,Gunnison,Colorado,10-01-2020
142,Albertus Magnus College,1,New Haven,Connecticut,10-01-2020
143,Central Connecticut State University,80,New Britain,Connecticut,10-01-2020
144,Connecticut College‡,5,New London,Connecticut,10-01-2020
145,Eastern Connecticut State University,5,Windham,Connecticut,10-01-2020
146,Fairfield University,7,Fairfield,Connecticut,10-01-2020
147,Quinnipiac University,1,Hamden,Connecticut,10-01-2020
148,Sacred Heart University,107,Fairfield,Connecticut,10-01-2020
149,Southern Connecticut State University,18,New Haven,Connecticut,10-01-2020
150,Trinity College,6,Hartford,Connecticut,10-01-2020
151,United States Coast Guard Academy,9,New London,Connecticut,10-01-2020
152,University of Bridgeport,2,Bridgeport,Connecticut,10-01-2020
153,University of Connecticut*,253,Storrs,Connecticut,10-01-2020
154,University of Hartford,18,West Hartford,Connecticut,10-01-2020
155,University of Saint Joseph,1,West Hartford,Connecticut,10-01-2020
156,Wesleyan University,9,Middletown,Connecticut,10-01-2020
157,Western Connecticut State University,17,Danbury,Connecticut,10-01-2020
158,Yale University†,150,New Haven,Connecticut,10-01-2020
159,Delaware State University,54,Dover,Delaware,10-01-2020
160,Delaware Technical Community College Dover,3,Dover,Delaware,10-01-2020
161,Delaware Technical Community College Georgetown,8,Georgetown,Delaware,10-01-2020
162,Delaware Technical Community College Stanton,3,Stanton,Delaware,10-01-2020
163,University of Delaware,235,Newark,Delaware,10-01-2020
164,Wesley College,1,Dover,Delaware,10-01-2020
165,Barry University,1,Miami,Florida,10-01-2020
166,Daytona State College,46,Daytona Beach,Florida,10-01-2020
167,Eckerd College,2,Saint Petersburg,Florida,10-01-2020
168,Embry-Riddle Aeronautical University at Daytona Beach,47,Daytona Beach,Florida,10-01-2020
169,Flagler College,90,St. Augustine,Florida,10-01-2020
170,Florida A&M University,63,Tallahassee,Florida,10-01-2020
171,Florida Atlantic University‡,143,Boca Raton,Florida,10-01-2020
172,Florida College,30,Temple Terrace,Florida,10-01-2020
173,Florida Gulf Coast University,73,Fort Myers,Florida,10-01-2020
174,Florida Institute of Technology,21,Melbourne,Florida,10-01-2020
175,Florida International University,150,Miami,Florida,10-01-2020
176,Florida Polytechnic University,9,Lakeland,Florida,10-01-2020
177,Florida Southern College,3,Lakeland,Florida,10-01-2020
178,Florida State College at Jacksonville,21,Jacksonville,Florida,10-01-2020
179,Florida State University,"1,396",Tallahassee,Florida,10-01-2020
180,Jacksonville University,27,Jacksonville,Florida,10-01-2020
181,New College of Florida,2,Sarasota,Florida,10-01-2020
182,North Florida College,6,Madison,Florida,10-01-2020
183,Northwest Florida State College,11,Niceville,Florida,10-01-2020
184,Nova Southeastern University,1,Fort Lauderdale,Florida,10-01-2020
185,Palm Beach Atlantic University,35,West Palm Beach,Florida,10-01-2020
186,Palm Beach State College,33,Lake Worth,Florida,10-01-2020
187,Pensacola State College,28,Pensacola,Florida,10-01-2020
188,Polk State College,31,Winter Haven,Florida,10-01-2020
189,Rollins College,6,Winter Park,Florida,10-01-2020
190,Saint Leo University,15,Saint Leo,Florida,10-01-2020
191,Seminole State College of Florida,26,Sanford,Florida,10-01-2020
192,South Florida State College,17,Avon Park,Florida,10-01-2020
193,St. Petersburg College,24,St. Petersburg,Florida,10-01-2020
194,"State College of Florida, Manatee-Sarasota",30,Bradenton,Florida,10-01-2020
195,Stetson University,83,DeLand,Florida,10-01-2020
196,Tallahassee Community College‡,157,Tallahassee,Florida,10-01-2020
197,The College of the Florida Keys,6,Key West,Florida,10-01-2020
198,University of Central Florida,"1,021",Orlando,Florida,10-01-2020
199,University of Florida,792,Gainesville,Florida,10-01-2020
200,University of Miami*,431,Miami,Florida,10-01-2020
201,University of North Florida,83,Jacksonville,Florida,10-01-2020
202,University of South Florida*,484,Tampa,Florida,10-01-2020
203,University of South Florida Sarasota-Manatee,7,Sarasota,Florida,10-01-2020
204,"University of South Florida, St. Petersburg",14,St. Petersburg,Florida,10-01-2020
205,University of Tampa,220,Tampa,Florida,10-01-2020
206,University of West Florida,92,Pensacola,Florida,10-01-2020
207,Valencia College,24,Orlando,Florida,10-01-2020
208,Abraham Baldwin Agricultural College,35,Tifton,Georgia,10-01-2020
209,Agnes Scott College,1,Decatur,Georgia,10-01-2020
210,Albany State University,63,Albany,Georgia,10-01-2020
211,Augusta University,187,Augusta,Georgia,10-01-2020
212,Berry College,79,Mount Berry,Georgia,10-01-2020
213,Clayton State University,59,Morrow,Georgia,10-01-2020
214,College of Coastal Georgia,50,Brunswick,Georgia,10-01-2020
215,Columbus State University,53,Columbus,Georgia,10-01-2020
216,Covenant College,15,Lookout Mountain,Georgia,10-01-2020
217,Dalton State College,24,Dalton,Georgia,10-01-2020
218,East Georgia State College,37,Swainsboro,Georgia,10-01-2020
219,Emmanuel College,11,Franklin Springs,Georgia,10-01-2020
220,Emory University,151,Atlanta,Georgia,10-01-2020
221,Fort Valley State University,35,Fort Valley,Georgia,10-01-2020
222,Georgia College & State University,707,Milledgeville,Georgia,10-01-2020
223,Georgia Gwinnett College,79,Lawrenceville,Georgia,10-01-2020
224,Georgia Highlands College,33,Rome,Georgia,10-01-2020
225,Georgia Institute of Technology,887,Atlanta,Georgia,10-01-2020
226,Georgia Military College,1,Milledgeville,Georgia,10-01-2020
227,Georgia Southern University,"1,147",Statesboro,Georgia,10-01-2020
228,Georgia Southwestern State University,39,Americus,Georgia,10-01-2020
229,Georgia State University,122,Atlanta,Georgia,10-01-2020
230,Gordon State College,11,Barnesville,Georgia,10-01-2020
231,Kennesaw State University,174,Kennesaw,Georgia,10-01-2020
232,LaGrange College,12,LaGrange,Georgia,10-01-2020
233,Mercer University,235,Macon,Georgia,10-01-2020
234,Middle Georgia State University,141,Macon,Georgia,10-01-2020
235,Oglethorpe University,3,Atlanta,Georgia,10-01-2020
236,Savannah State University,28,Savannah,Georgia,10-01-2020
237,South Georgia State College,27,Douglas,Georgia,10-01-2020
238,University of Georgia,"3,532",Athens,Georgia,10-01-2020
239,University of North Georgia,455,Dahlonega,Georgia,10-01-2020
240,University of West Georgia‡,172,Carrollton,Georgia,10-01-2020
241,Valdosta State University,106,Valdosta,Georgia,10-01-2020
242,Wesleyan College,22,Macon,Georgia,10-01-2020
243,Hawaii Pacific University,1,Honolulu,Hawaii,10-01-2020
244,Kapiolani Community College,3,Honolulu,Hawaii,10-01-2020
245,Leeward Community College,3,Pearl City,Hawaii,10-01-2020
246,University of Hawaii Maui College,1,Kahului,Hawaii,10-01-2020
247,University of Hawaii at Manoa,18,Honolulu,Hawaii,10-01-2020
248,Boise State University,141,Boise,Idaho,10-01-2020
249,Brigham Young University-Idaho,1,Rexburg,Idaho,10-01-2020
250,College of Idaho,28,Caldwell,Idaho,10-01-2020
251,College of Southern Idaho,13,Twin Falls,Idaho,10-01-2020
252,Idaho State University,80,Pocatello,Idaho,10-01-2020
253,Lewis-Clark State College,4,Lewiston,Idaho,10-01-2020
254,North Idaho College,11,Coeur d'Alene,Idaho,10-01-2020
255,Northwest Nazarene University,1,Nampa,Idaho,10-01-2020
256,University of Idaho,124,Moscow,Idaho,10-01-2020
257,Augustana College,5,Rock Island,Illinois,10-01-2020
258,Aurora University,1,Aurora,Illinois,10-01-2020
259,Benedictine University,2,Lisle,Illinois,10-01-2020
260,Bradley University,286,Peoria,Illinois,10-01-2020
261,Chicago State University,17,Chicago,Illinois,10-01-2020
262,Columbia College Chicago,2,Chicago,Illinois,10-01-2020
263,Concordia University Chicago,1,River Forest,Illinois,10-01-2020
264,DePaul University,6,Chicago,Illinois,10-01-2020
265,Dominican University,1,River Forest,Illinois,10-01-2020
266,Eastern Illinois University,223,Charleston,Illinois,10-01-2020
267,Elmhurst University,21,Elmhurst,Illinois,10-01-2020
268,Eureka College,21,Eureka,Illinois,10-01-2020
269,Governors State University,11,University Park,Illinois,10-01-2020
270,Greenville University,18,Greenville,Illinois,10-01-2020
271,Illinois College,3,Jacksonville,Illinois,10-01-2020
272,Illinois Institute of Technology,38,Chicago,Illinois,10-01-2020
273,Illinois State University,"1,354",Normal,Illinois,10-01-2020
274,Illinois Wesleyan University,109,Bloomington,Illinois,10-01-2020
275,Kaskaskia College,29,Centralia,Illinois,10-01-2020
276,Lake Forest College,1,Lake Forest,Illinois,10-01-2020
277,Lake Land College,31,Mattoon,Illinois,10-01-2020
278,Lewis University,35,Romeoville,Illinois,10-01-2020
279,Loyola University Chicago,8,Chicago,Illinois,10-01-2020
280,McKendree University,89,Lebanon,Illinois,10-01-2020
281,Midwestern University at Downers Grove,32,Downers Grove,Illinois,10-01-2020
282,Millikin University,40,Decatur,Illinois,10-01-2020
283,Monmouth College,16,Monmouth,Illinois,10-01-2020
284,Moody Bible Institute,8,Chicago,Illinois,10-01-2020
285,North Central College,25,Naperville,Illinois,10-01-2020
286,North Park University,12,Chicago,Illinois,10-01-2020
287,Northeastern Illinois University,41,Chicago,Illinois,10-01-2020
288,Northern Illinois University,226,Dekalb,Illinois,10-01-2020
289,Northwestern University,116,Evanston,Illinois,10-01-2020
290,Olivet Nazarene University,9,Bourbonnais,Illinois,10-01-2020
291,Principia College,1,Elsah,Illinois,10-01-2020
292,Quincy University,19,Quincy,Illinois,10-01-2020
293,Rockford University,11,Rockford,Illinois,10-01-2020
294,Saint Xavier University,24,Chicago,Illinois,10-01-2020
295,School of the Art Institute of Chicago,2,Chicago,Illinois,10-01-2020
296,Southeastern Illinois College,7,Harrisburg,Illinois,10-01-2020
297,Southern Illinois University Carbondale,59,Carbondale,Illinois,10-01-2020
298,Southern Illinois University Edwardsville,59,Edwardsville,Illinois,10-01-2020
299,University of Chicago,55,Chicago,Illinois,10-01-2020
300,University of Illinois Springfield,21,Springfield,Illinois,10-01-2020
301,University of Illinois Urbana-Champaign,"2,227",Champaign,Illinois,10-01-2020
302,University of Illinois at Chicago,108,Chicago,Illinois,10-01-2020
303,Western Illinois University,125,Macomb,Illinois,10-01-2020
304,Wheaton College,3,Wheaton,Illinois,10-01-2020
305,Anderson University,8,Anderson,Indiana,10-01-2020
306,Ball State University,984,Muncie,Indiana,10-01-2020
307,Butler University,116,Indianapolis,Indiana,10-01-2020
308,DePauw University,36,Greencastle,Indiana,10-01-2020
309,Earlham College,10,Richmond,Indiana,10-01-2020
310,Goshen College,2,Goshen,Indiana,10-01-2020
311,Indiana State University,93,Terre Haute,Indiana,10-01-2020
312,Indiana University Bloomington,"1,956",Bloomington,Indiana,10-01-2020
313,Indiana University East,14,Richmond,Indiana,10-01-2020
314,Indiana University Kokomo,9,Kokomo,Indiana,10-01-2020
315,Indiana University Northwest,14,Gary,Indiana,10-01-2020
316,Indiana University South Bend,8,South Bend,Indiana,10-01-2020
317,Indiana University Southeast,13,New Albany,Indiana,10-01-2020
318,Indiana University-Purdue University Indianapolis,66,Indianapolis,Indiana,10-01-2020
319,Manchester University,9,North Manchester,Indiana,10-01-2020
320,Marian University,62,Indianapolis,Indiana,10-01-2020
321,Purdue University‡,646,West Lafayette,Indiana,10-01-2020
322,Purdue University Fort Wayne,51,Fort Wayne,Indiana,10-01-2020
323,Purdue University Northwest,36,Hammond,Indiana,10-01-2020
324,Rose-Hulman Institute of Technology‡,12,Terre Haute,Indiana,10-01-2020
325,Saint Mary's College,30,Notre Dame,Indiana,10-01-2020
326,Taylor University,3,Upland,Indiana,10-01-2020
327,Trine University,36,Angola,Indiana,10-01-2020
328,University of Evansville,66,Evansville,Indiana,10-01-2020
329,University of Indianapolis,64,Indianapolis,Indiana,10-01-2020
330,University of Notre Dame,704,Notre Dame,Indiana,10-01-2020
331,University of Southern Indiana,122,Evansville,Indiana,10-01-2020
332,Valparaiso University,10,Valparaiso,Indiana,10-01-2020
333,Vincennes University,7,Vincennes,Indiana,10-01-2020
334,Wabash College,14,Crawfordsville,Indiana,10-01-2020
335,Buena Vista University,43,Storm Lake,Iowa,10-01-2020
336,Central College,16,Pella,Iowa,10-01-2020
337,Clarke University,28,Dubuque,Iowa,10-01-2020
338,Coe College,36,Cedar Rapids,Iowa,10-01-2020
339,Cornell College,3,Mount Vernon,Iowa,10-01-2020
340,Dordt University,28,Sioux Center,Iowa,10-01-2020
341,Drake University,1,Des Moines,Iowa,10-01-2020
342,Graceland University,7,Lamoni,Iowa,10-01-2020
343,Iowa State University,"1,247",Ames,Iowa,10-01-2020
344,Iowa Wesleyan University,70,Mount Pleasant,Iowa,10-01-2020
345,Luther College,3,Decorah,Iowa,10-01-2020
346,Morningside College,46,Sioux City,Iowa,10-01-2020
347,Northwestern College,27,Orange City,Iowa,10-01-2020
348,Saint Ambrose University,2,Davenport,Iowa,10-01-2020
349,Simpson College,11,Indianola,Iowa,10-01-2020
350,University of Dubuque,28,Dubuque,Iowa,10-01-2020
351,University of Iowa,"1,972",Iowa City,Iowa,10-01-2020
352,University of Northern Iowa,160,Cedar Falls,Iowa,10-01-2020
353,Upper Iowa University,9,Fayette,Iowa,10-01-2020
354,Wartburg College,69,Waverly,Iowa,10-01-2020
355,William Penn University,30,Oskaloosa,Iowa,10-01-2020
356,Baker University,55,Baldwin City,Kansas,10-01-2020
357,Benedictine College,98,Atchison,Kansas,10-01-2020
358,Bethel College,55,North Newton,Kansas,10-01-2020
359,Butler Community College,44,El Dorado,Kansas,10-01-2020
360,Central Christian College,11,McPherson,Kansas,10-01-2020
361,Dodge City Community College,12,Dodge City,Kansas,10-01-2020
362,Emporia State University,56,Emporia,Kansas,10-01-2020
363,Fort Hays State University,68,Hays,Kansas,10-01-2020
364,Hesston College,7,Hesston,Kansas,10-01-2020
365,Hutchinson Community College,12,Hutchinson,Kansas,10-01-2020
366,Johnson County Community College,55,Overland Park,Kansas,10-01-2020
367,Kansas State University,707,Manhattan,Kansas,10-01-2020
368,Kansas Wesleyan University,13,Salina,Kansas,10-01-2020
369,Labette Community College,5,Parsons,Kansas,10-01-2020
370,Newman University,15,Whichita,Kansas,10-01-2020
371,Pittsburg State University,155,Pittsburg,Kansas,10-01-2020
372,Southwestern College,14,Winfield,Kansas,10-01-2020
373,University of Kansas,882,Lawrence,Kansas,10-01-2020
374,Washburn University,42,Topeka,Kansas,10-01-2020
375,Wichita State University,39,Wichita,Kansas,10-01-2020
376,Alice Lloyd College,45,Pippa Passes,Kentucky,10-01-2020
377,Asbury University,4,Wilmore,Kentucky,10-01-2020
378,Ashland Community and Technical College,2,Ashland,Kentucky,10-01-2020
379,Bellarmine University,48,Louisville,Kentucky,10-01-2020
380,Berea College,7,Berea,Kentucky,10-01-2020
381,Big Sandy Community and Technical College,3,Prestonsburg,Kentucky,10-01-2020
382,Bluegrass Community and Technical College,61,Lexington,Kentucky,10-01-2020
383,Campbellsville University,22,Campbellsville,Kentucky,10-01-2020
384,Centre College,13,Danville,Kentucky,10-01-2020
385,Eastern Kentucky University,117,Richmond,Kentucky,10-01-2020
386,Elizabethtown Community and Technical College,8,Elizabethtown,Kentucky,10-01-2020
387,Gateway Community and Technical College,4,Florence,Kentucky,10-01-2020
388,Georgetown College,28,Georgetown,Kentucky,10-01-2020
389,Hazard Community and Technical College,3,Hazard,Kentucky,10-01-2020
390,Henderson Community College,9,Henderson,Kentucky,10-01-2020
391,Hopkinsville Community College,5,Hopkinsville,Kentucky,10-01-2020
392,Jefferson Community and Technical College,24,Louisville,Kentucky,10-01-2020
393,Kentucky State University,68,Frankfort,Kentucky,10-01-2020
394,Kentucky Wesleyan College,15,Owensboro,Kentucky,10-01-2020
395,Lexington Theological Seminary,1,Lexington,Kentucky,10-01-2020
396,Lindsey Wilson College,20,Columbia,Kentucky,10-01-2020
397,Madisonville Community College,5,Madisonville,Kentucky,10-01-2020
398,Maysville Community and Technical College,3,Maysville,Kentucky,10-01-2020
399,Midway University‡,7,Midway,Kentucky,10-01-2020
400,Morehead State University,69,Morehead,Kentucky,10-01-2020
401,Murray State University,111,Murray,Kentucky,10-01-2020
402,Northern Kentucky University,8,Highland Heights,Kentucky,10-01-2020
403,Owensboro Community and Technical College,6,Owensboro,Kentucky,10-01-2020
404,Somerset Community College,7,Somerset,Kentucky,10-01-2020
405,Southcentral Kentucky Community and Technical College,28,Bowling Green,Kentucky,10-01-2020
406,Southeast Kentucky Community and Technical College,6,Cumberland,Kentucky,10-01-2020
407,Spalding University,4,Louisville,Kentucky,10-01-2020
408,Thomas More University,19,Crestview Hills,Kentucky,10-01-2020
409,Transylvania University,47,Lexington,Kentucky,10-01-2020
410,Union College,47,Barbourville,Kentucky,10-01-2020
411,University of Kentucky,"1,698",Lexington,Kentucky,10-01-2020
412,University of Louisville,478,Louisville,Kentucky,10-01-2020
413,University of Pikeville,28,Pikeville,Kentucky,10-01-2020
414,University of the Cumberlands,13,Williamsburg,Kentucky,10-01-2020
415,West Kentucky Community and Technical College,8,Paducah,Kentucky,10-01-2020
416,Western Kentucky University,651,Bowling Green,Kentucky,10-01-2020
417,Centenary College of Louisiana,33,Shreveport,Louisiana,10-01-2020
418,Grambling State University,20,Grambling,Louisiana,10-01-2020
419,Louisiana State University,829,Baton Rouge,Louisiana,10-01-2020
420,Louisiana State University Alexandria,24,Alexandria,Louisiana,10-01-2020
421,"Louisiana State University Health Sciences Center, New Orleans*",238,New Orleans,Louisiana,10-01-2020
422,"Louisiana State University Health Sciences Center, Shreveport*",1,Shreveport,Louisiana,10-01-2020
423,"Louisiana State University, Shreveport",10,Shreveport,Louisiana,10-01-2020
424,Louisiana Tech University,159,Ruston,Louisiana,10-01-2020
425,Loyola University New Orleans,52,New Orleans,Louisiana,10-01-2020
426,Nicholls State University,134,Thibodaux,Louisiana,10-01-2020
427,Northwestern State University of Louisiana,164,Natchitoches,Louisiana,10-01-2020
428,Southeastern Louisiana University,73,Hammond,Louisiana,10-01-2020
429,Southern University Law Center,8,Baton Rouge,Louisiana,10-01-2020
430,Southern University and A&M College,91,Baton Rouge,Louisiana,10-01-2020
431,Southern University at New Orleans,15,New Orleans,Louisiana,10-01-2020
432,Tulane University of Louisiana,620,New Orleans,Louisiana,10-01-2020
433,University of Louisiana Monroe‡,15,Monroe,Louisiana,10-01-2020
434,University of Louisiana at Lafayette,116,Lafeyette,Louisiana,10-01-2020
435,University of New Orleans,10,New Orleans,Louisiana,10-01-2020
436,Bates College,4,Lewiston,Maine,10-01-2020
437,Bowdoin College,2,Brunswick,Maine,10-01-2020
438,Colby College,9,Waterville,Maine,10-01-2020
439,Husson University,1,Bangor,Maine,10-01-2020
440,Maine Maritime Academy,4,Castine,Maine,10-01-2020
441,Saint Joseph's College of Maine,11,Standish,Maine,10-01-2020
442,University of Maine,8,Orono,Maine,10-01-2020
443,University of Maine Farmington,1,Farmington,Maine,10-01-2020
444,University of Maine at Fort Kent,1,Fort Kent,Maine,10-01-2020
445,University of New England,16,Biddeford,Maine,10-01-2020
446,University of Southern Maine,4,Portland,Maine,10-01-2020
447,Bowie State University,18,Bowie,Maryland,10-01-2020
448,Coppin State University,6,Baltimore,Maryland,10-01-2020
449,Hood College,12,Frederick,Maryland,10-01-2020
450,Johns Hopkins University,306,Baltimore,Maryland,10-01-2020
451,McDaniel College,10,Westminster,Maryland,10-01-2020
452,Morgan State University,14,Baltimore,Maryland,10-01-2020
453,Mount St. Mary's University,24,Emmitsburg,Maryland,10-01-2020
